"tips","max_crep","Order","Family","Genus"
"Mormopterus_acetabulosus","nocturnal","Chiroptera","Molossidae","Mormopterus"
"Mormopterus_beccarii","nocturnal","Chiroptera","Molossidae","Mormopterus"
"Mormopterus_doriae","nocturnal","Chiroptera","Molossidae","Mormopterus"
"Mormopterus_jugularis","nocturnal","Chiroptera","Molossidae","Mormopterus"
"Mormopterus_kalinowskii","nocturnal","Chiroptera","Molossidae","Mormopterus"
"Mormopterus_loriae","nocturnal","Chiroptera","Molossidae","Mormopterus"
"Mormopterus_minutus","nocturnal","Chiroptera","Molossidae","Mormopterus"
"Mormopterus_norfolkensis","nocturnal","Chiroptera","Molossidae","Mormopterus"
"Mormopterus_phrudus","nocturnal","Chiroptera","Molossidae","Mormopterus"
"Mormopterus_planiceps","nocturnal","Chiroptera","Molossidae","Mormopterus"
"Moschiola_indica","nocturnal","Artiodactyla","Tragulidae","Moschiola"
"Moschiola_kathygre","nocturnal","Artiodactyla","Tragulidae","Moschiola"
"Moschiola_meminna","nocturnal","Artiodactyla","Tragulidae","Moschiola"
"Moschus_anhuiensis","nocturnal","Artiodactyla","Moschidae","Moschus"
"Moschus_berezovskii","nocturnal","Artiodactyla","Moschidae","Moschus"
"Moschus_chrysogaster","nocturnal","Artiodactyla","Moschidae","Moschus"
"Moschus_cupreus","nocturnal","Artiodactyla","Moschidae","Moschus"
"Moschus_fuscus","nocturnal","Artiodactyla","Moschidae","Moschus"
"Moschus_leucogaster","nocturnal","Artiodactyla","Moschidae","Moschus"
"Moschus_moschiferus","nocturnal","Artiodactyla","Moschidae","Moschus"
"Mosia_nigrescens","nocturnal","Chiroptera","Emballonuridae","Mosia"
"Mungos_gambianus","diurnal","Carnivora","Herpestidae","Mungos"
"Mungos_mungo","diurnal","Carnivora","Herpestidae","Mungos"
"Mungotictis_decemlineata","diurnal","Carnivora","Eupleridae","Mungotictis"
"Muntiacus_atherodes","diurnal","Artiodactyla","Cervidae","Muntiacus"
"Muntiacus_crinifrons","cathemeral","Artiodactyla","Cervidae","Muntiacus"
"Muntiacus_feae","nocturnal","Artiodactyla","Cervidae","Muntiacus"
"Muntiacus_gongshanensis","crepuscular","Artiodactyla","Cervidae","Muntiacus"
"Muntiacus_montanus","cathemeral","Primates",NA,NA
"Muntiacus_muntjak","diurnal","Artiodactyla","Cervidae","Muntiacus"
"Muntiacus_puhoatensis","cathemeral","Artiodactyla","Cervidae","Muntiacus"
"Muntiacus_putaoensis","cathemeral","Artiodactyla","Cervidae","Muntiacus"
"Muntiacus_reevesi","diurnal","Artiodactyla","Cervidae","Muntiacus"
"Muntiacus_rooseveltorum","cathemeral","Artiodactyla","Cervidae","Muntiacus"
"Muntiacus_truongsonensis","cathemeral","Artiodactyla","Cervidae","Muntiacus"
"Muntiacus_vaginalis","crepuscular","Artiodactyla","Cervidae","Muntiacus"
"Muntiacus_vuquangensis","diurnal","Artiodactyla","Cervidae","Muntiacus"
"Murexia_habbema","nocturnal","Dasyuromorphia","Dasyuridae","Murexia"
"Murexia_longicaudata","nocturnal","Dasyuromorphia","Dasyuridae","Murexia"
"Murexia_melanurus","nocturnal","Dasyuromorphia","Dasyuridae","Murexia"
"Murexia_naso","nocturnal","Dasyuromorphia","Dasyuridae","Murexia"
"Murexia_rothschildi","nocturnal","Dasyuromorphia","Dasyuridae","Murexia"
"Muriculus_imberbis","nocturnal","Rodentia","Muridae","Muriculus"
"Murina_aenea","nocturnal","Chiroptera","Vespertilionidae","Murina"
"Murina_aurata","nocturnal","Chiroptera","Vespertilionidae","Murina"
"Murina_cyclotis","nocturnal","Chiroptera","Vespertilionidae","Murina"
"Murina_florium","nocturnal","Chiroptera","Vespertilionidae","Murina"
"Murina_fusca","nocturnal","Chiroptera","Vespertilionidae","Murina"
"Murina_harrisoni","nocturnal","Primates",NA,NA
"Murina_hilgendorfi","nocturnal","Chiroptera","Vespertilionidae","Murina"
"Murina_huttoni","nocturnal","Chiroptera","Vespertilionidae","Murina"
"Murina_leucogaster","nocturnal","Chiroptera","Vespertilionidae","Murina"
"Murina_puta","nocturnal","Chiroptera","Vespertilionidae","Murina"
"Murina_rozendaali","nocturnal","Chiroptera","Vespertilionidae","Murina"
"Murina_ryukyuana","nocturnal","Chiroptera","Vespertilionidae","Murina"
"Murina_suilla","nocturnal","Chiroptera","Vespertilionidae","Murina"
"Murina_tenebrosa","nocturnal","Chiroptera","Vespertilionidae","Murina"
"Murina_tubinaris","nocturnal","Chiroptera","Vespertilionidae","Murina"
"Murina_ussuriensis","nocturnal","Chiroptera","Vespertilionidae","Murina"
"Mus_baoulei","nocturnal","Rodentia","Muridae","Mus"
"Mus_booduga","nocturnal","Rodentia","Muridae","Mus"
"Mus_bufo","nocturnal","Rodentia","Muridae","Mus"
"Mus_callewaerti","nocturnal","Rodentia","Muridae","Mus"
"Mus_caroli","nocturnal","Rodentia","Muridae","Mus"
"Mus_cervicolor","nocturnal","Rodentia","Muridae","Mus"
"Mus_cookii","nocturnal","Rodentia","Muridae","Mus"
"Mus_crociduroides","nocturnal","Rodentia","Muridae","Mus"
"Mus_cypriacus","nocturnal","Rodentia","Muridae","Mus"
"Mus_famulus","nocturnal","Rodentia","Muridae","Mus"
"Mus_fernandoni","nocturnal","Rodentia","Muridae","Mus"
"Mus_fragilicauda","nocturnal","Rodentia","Muridae","Mus"
"Mus_goundae","nocturnal","Rodentia","Muridae","Mus"
"Mus_haussa","nocturnal","Rodentia","Muridae","Mus"
"Mus_indutus","nocturnal","Rodentia","Muridae","Mus"
"Mus_macedonicus","nocturnal","Rodentia","Muridae","Mus"
"Mus_mahomet","nocturnal","Rodentia","Muridae","Mus"
"Mus_mattheyi","nocturnal","Rodentia","Muridae","Mus"
"Mus_mayori","nocturnal","Rodentia","Muridae","Mus"
"Mus_minutoides","nocturnal","Rodentia","Muridae","Mus"
"Mus_musculoides","nocturnal","Rodentia","Muridae","Mus"
"Mus_musculus","nocturnal","Rodentia","Muridae","Mus"
"Mus_neavei","nocturnal","Rodentia","Muridae","Mus"
"Mus_orangiae","nocturnal","Rodentia","Muridae","Mus"
"Mus_oubanguii","nocturnal","Rodentia","Muridae","Mus"
"Mus_pahari","nocturnal","Rodentia","Muridae","Mus"
"Mus_phillipsi","nocturnal","Rodentia","Muridae","Mus"
"Mus_platythrix","nocturnal","Rodentia","Muridae","Mus"
"Mus_saxicola","nocturnal","Rodentia","Muridae","Mus"
"Mus_setulosus","nocturnal","Rodentia","Muridae","Mus"
"Mus_setzeri","nocturnal","Rodentia","Muridae","Mus"
"Mus_shortridgei","nocturnal","Rodentia","Muridae","Mus"
"Mus_sorella","nocturnal","Rodentia","Muridae","Mus"
"Mus_spicilegus","nocturnal","Rodentia","Muridae","Mus"
"Mus_spretus","nocturnal","Rodentia","Muridae","Mus"
"Mus_tenellus","nocturnal","Rodentia","Muridae","Mus"
"Mus_terricolor","nocturnal","Rodentia","Muridae","Mus"
"Mus_triton","nocturnal","Rodentia","Muridae","Mus"
"Mus_vulcani","nocturnal","Rodentia","Muridae","Mus"
"Muscardinus_avellanarius","nocturnal","Rodentia","Gliridae","Muscardinus"
"Musonycteris_harrisoni","nocturnal","Chiroptera","Phyllostomidae","Musonycteris"
"Mustela_africana","diurnal","Carnivora","Mustelidae","Mustela"
"Mustela_altaica","nocturnal","Carnivora","Mustelidae","Mustela"
"Mustela_erminea","nocturnal","Carnivora","Mustelidae","Mustela"
"Mustela_eversmanii","nocturnal","Carnivora","Mustelidae","Mustela"
"Mustela_frenata","nocturnal","Carnivora","Mustelidae","Mustela"
"Mustela_itatsi","nocturnal","Carnivora","Mustelidae","Mustela"
"Mustela_kathiah","nocturnal","Carnivora","Mustelidae","Mustela"
"Mustela_lutreola","nocturnal","Carnivora","Mustelidae","Mustela"
"Mustela_nigripes","nocturnal","Carnivora","Mustelidae","Mustela"
"Mustela_nivalis","cathemeral","Carnivora","Mustelidae","Mustela"
"Mustela_nudipes","cathemeral","Carnivora","Mustelidae","Mustela"
"Mustela_putorius","nocturnal","Carnivora","Mustelidae","Mustela"
"Mustela_sibirica","nocturnal","Carnivora","Mustelidae","Mustela"
"Mustela_subpalmata","nocturnal","Carnivora","Mustelidae","Mustela"
"Mydaus_javanensis","nocturnal","Carnivora","Mephitidae","Mydaus"
"Mydaus_marchei","nocturnal","Carnivora","Mephitidae","Mydaus"
"Mylomys_dybowskii","diurnal","Rodentia","Muridae","Mylomys"
"Mylomys_rex","diurnal","Primates",NA,NA
"Myocastor_coypus","nocturnal","Rodentia","Myocastoridae","Myocastor"
"Myodes_andersoni","cathemeral","Rodentia","Cricetidae","Myodes"
"Myodes_californicus","cathemeral","Rodentia","Cricetidae","Myodes"
"Myodes_centralis","cathemeral","Rodentia","Cricetidae","Myodes"
"Myodes_gapperi","cathemeral","Rodentia","Cricetidae","Myodes"
"Myodes_glareolus","cathemeral","Rodentia","Cricetidae","Myodes"
"Myodes_regulus","cathemeral","Rodentia","Cricetidae","Myodes"
"Myodes_rex","cathemeral","Rodentia","Cricetidae","Myodes"
"Myodes_rufocanus","cathemeral","Rodentia","Cricetidae","Myodes"
"Myodes_rutilus","cathemeral","Rodentia","Cricetidae","Myodes"
"Myodes_shanseius","nocturnal","Rodentia","Cricetidae","Myodes"
"Myodes_smithii","cathemeral","Primates",NA,NA
"Myoictis_leucura","diurnal","Dasyuromorphia","Dasyuridae","Myoictis"
"Myoictis_melas","nocturnal","Dasyuromorphia","Dasyuridae","Myoictis"
"Myoictis_wallacei","diurnal","Dasyuromorphia","Dasyuridae","Myoictis"
"Myoictis_wavicus","diurnal","Dasyuromorphia","Dasyuridae","Myoictis"
"Myomimus_personatus","nocturnal","Rodentia","Gliridae","Myomimus"
"Myomimus_roachi","nocturnal","Rodentia","Gliridae","Myomimus"
"Myomimus_setzeri","nocturnal","Rodentia","Gliridae","Myomimus"
"Myomyscus_verreauxii","nocturnal","Rodentia","Muridae","Myomyscus"
"Myonycteris_brachycephala","nocturnal","Chiroptera","Pteropodidae","Myonycteris"
"Myonycteris_relicta","nocturnal","Chiroptera","Pteropodidae","Myonycteris"
"Myonycteris_torquata","nocturnal","Chiroptera","Pteropodidae","Myonycteris"
"Myoprocta_acouchy","diurnal","Rodentia","Dasyproctidae","Myoprocta"
"Myoprocta_pratti","diurnal","Rodentia","Dasyproctidae","Myoprocta"
"Myopterus_daubentonii","nocturnal","Chiroptera","Molossidae","Myopterus"
"Myopterus_whitleyi","nocturnal","Chiroptera","Molossidae","Myopterus"
"Myopus_schisticolor","nocturnal","Rodentia","Cricetidae","Myopus"
"Myosciurus_pumilio","diurnal","Rodentia","Sciuridae","Myosciurus"
"Myosorex_babaulti","cathemeral","Eulipotyphla","Soricidae","Myosorex"
"Myosorex_blarina","cathemeral","Eulipotyphla","Soricidae","Myosorex"
"Myosorex_cafer","nocturnal","Eulipotyphla","Soricidae","Myosorex"
"Myosorex_eisentrauti","cathemeral","Eulipotyphla","Soricidae","Myosorex"
"Myosorex_geata","cathemeral","Eulipotyphla","Soricidae","Myosorex"
"Myosorex_kihaulei","cathemeral","Eulipotyphla","Soricidae","Myosorex"
"Myosorex_longicaudatus","cathemeral","Eulipotyphla","Soricidae","Myosorex"
"Myosorex_okuensis","cathemeral","Eulipotyphla","Soricidae","Myosorex"
"Myosorex_rumpii","cathemeral","Eulipotyphla","Soricidae","Myosorex"
"Myosorex_schalleri","cathemeral","Eulipotyphla","Soricidae","Myosorex"
"Myosorex_sclateri","cathemeral","Eulipotyphla","Soricidae","Myosorex"
"Myosorex_tenuis","cathemeral","Eulipotyphla","Soricidae","Myosorex"
"Myosorex_varius","nocturnal","Eulipotyphla","Soricidae","Myosorex"
"Myosorex_zinki","cathemeral","Eulipotyphla","Soricidae","Myosorex"
"Myotis_adversus","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_aelleni","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_albescens","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_alcathoe","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_altarium","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_anjouanensis","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_annamiticus","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_annectans","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_atacamensis","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_ater","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_aurascens","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_auriculus","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_australis","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_austroriparius","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_bechsteinii","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_blythii","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_bocagii","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_bombinus","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_brandtii","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_bucharensis","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_californicus","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_capaccinii","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_chiloensis","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_chinensis","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_ciliolabrum","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_cobanensis","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_csorbai","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_dasycneme","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_daubentonii","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_davidii","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_dieteri","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_dinellii","nocturnal","Primates",NA,NA
"Myotis_dominicensis","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_elegans","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_emarginatus","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_evotis","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_fimbriatus","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_findleyi","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_formosus","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_fortidens","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_frater","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_gomantongensis","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_goudoti","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_grisescens","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_hajastanicus","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_hasseltii","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_hermani","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_horsfieldii","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_ikonnikovi","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_insularum","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_keaysi","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_keenii","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_laniger","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_leibii","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_levis","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_longipes","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_lucifugus","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_macrodactylus","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_macropus","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_macrotarsus","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_martiniquensis","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_melanorhinus","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_moluccarum","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_montivagus","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_morrisi","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_muricola","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_myotis","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_mystacinus","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_nattereri","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_nesopolus","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_nigricans","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_nipalensis","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_occultus","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_oreias","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_oxyotus","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_peninsularis","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_pequinius","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_pilosus","nocturnal","Primates",NA,NA
"Myotis_planiceps","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_pruinosus","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_punicus","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_ridleyi","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_riparius","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_rosseti","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_ruber","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_rufopictus","nocturnal","Primates",NA,NA
"Myotis_schaubi","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_scotti","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_septentrionalis","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_sicarius","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_siligorensis","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_simus","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_sodalis","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_stalkeri","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_thysanodes","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_tricolor","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_velifer","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_vivesi","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_volans","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_welwitschii","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_yanbarensis","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myotis_yumanensis","nocturnal","Chiroptera","Vespertilionidae","Myotis"
"Myrmecobius_fasciatus","diurnal","Dasyuromorphia","Myrmecobiidae","Myrmecobius"
"Myrmecophaga_tridactyla","diurnal","Pilosa","Myrmecophagidae","Myrmecophaga"
"Mysateles_melanurus","nocturnal","Primates",NA,NA
"Mysateles_prehensilis","cathemeral","Rodentia","Capromyidae","Mysateles"
"Mystacina_robusta","nocturnal","Chiroptera","Mystacinidae","Mystacina"
"Mystacina_tuberculata","nocturnal","Chiroptera","Mystacinidae","Mystacina"
"Mystromys_albicaudatus","nocturnal","Rodentia","Nesomyidae","Mystromys"
"Myzopoda_aurita","nocturnal","Chiroptera","Myzopodidae","Myzopoda"
"Myzopoda_schliemanni","nocturnal","Chiroptera","Myzopodidae","Myzopoda"
"Naemorhedus_baileyi","crepuscular","Artiodactyla","Bovidae","Naemorhedus"
"Naemorhedus_caudatus","crepuscular","Artiodactyla","Bovidae","Naemorhedus"
"Naemorhedus_goral","crepuscular","Artiodactyla","Bovidae","Naemorhedus"
"Naemorhedus_griseus","crepuscular","Artiodactyla","Bovidae","Naemorhedus"
"Nandinia_binotata","nocturnal","Carnivora","Nandiniidae","Nandinia"
"Nanger_dama","diurnal","Artiodactyla","Bovidae","Nanger"
"Nanger_granti","diurnal","Artiodactyla","Bovidae","Nanger"
"Nanger_soemmerringii","diurnal","Artiodactyla","Bovidae","Nanger"
"Nannosciurus_melanotis","diurnal","Rodentia","Sciuridae","Nannosciurus"
"Nanonycteris_veldkampii","nocturnal","Chiroptera","Pteropodidae","Nanonycteris"
"Napaeozapus_insignis","nocturnal","Rodentia","Dipodidae","Napaeozapus"
"Nasalis_larvatus","diurnal","Primates","Cercopithecidae","Nasalis"
"Nasua_narica","diurnal","Carnivora","Procyonidae","Nasua"
"Nasua_nasua","diurnal","Carnivora","Procyonidae","Nasua"
"Nasuella_olivacea","diurnal","Carnivora","Procyonidae","Nasuella"
"Natalus_espiritosantensis","nocturnal","Primates",NA,NA
"Natalus_jamaicensis","nocturnal","Chiroptera","Natalidae","Natalus"
"Natalus_lanatus","nocturnal","Chiroptera","Natalidae","Natalus"
"Natalus_major","nocturnal","Chiroptera","Natalidae","Natalus"
"Natalus_mexicanus","nocturnal","Primates",NA,NA
"Natalus_primus","nocturnal","Chiroptera","Natalidae","Natalus"
"Natalus_stramineus","nocturnal","Chiroptera","Natalidae","Natalus"
"Natalus_tumidirostris","nocturnal","Chiroptera","Natalidae","Natalus"
"Neacomys_dubosti","nocturnal","Rodentia","Cricetidae","Neacomys"
"Neacomys_guianae","nocturnal","Rodentia","Cricetidae","Neacomys"
"Neacomys_minutus","nocturnal","Rodentia","Cricetidae","Neacomys"
"Neacomys_musseri","nocturnal","Rodentia","Cricetidae","Neacomys"
"Neacomys_paracou","nocturnal","Rodentia","Cricetidae","Neacomys"
"Neacomys_pictus","nocturnal","Rodentia","Cricetidae","Neacomys"
"Neacomys_spinosus","nocturnal","Rodentia","Cricetidae","Neacomys"
"Neacomys_tenuipes","nocturnal","Rodentia","Cricetidae","Neacomys"
"Necromys_lasiurus","diurnal","Primates",NA,NA
"Necromys_obscurus","diurnal","Rodentia","Cricetidae","Necromys"
"Necromys_urichi","cathemeral","Primates",NA,NA
"Nectogale_elegans","diurnal","Eulipotyphla","Soricidae","Nectogale"
"Nectomys_apicalis","nocturnal","Rodentia","Cricetidae","Nectomys"
"Nectomys_magdalenae","nocturnal","Rodentia","Cricetidae","Nectomys"
"Nectomys_palmipes","nocturnal","Rodentia","Cricetidae","Nectomys"
"Nectomys_rattus","nocturnal","Rodentia","Cricetidae","Nectomys"
"Nectomys_squamipes","nocturnal","Rodentia","Cricetidae","Nectomys"
"Nelsonia_goldmani","nocturnal","Primates",NA,NA
"Nelsonia_neotomodon","nocturnal","Rodentia","Cricetidae","Nelsonia"
"Neodon_juldaschi","diurnal","Rodentia","Cricetidae","Neodon"
"Neodon_sikimensis","diurnal","Rodentia","Cricetidae","Neodon"
"Neofelis_diardi","nocturnal","Carnivora","Felidae","Neofelis"
"Neofelis_nebulosa","cathemeral","Carnivora","Felidae","Neofelis"
"Neofiber_alleni","nocturnal","Rodentia","Cricetidae","Neofiber"
"Neohylomys_hainanensis","cathemeral","Eulipotyphla","Erinaceidae","Neohylomys"
"Neomys_anomalus","cathemeral","Eulipotyphla","Soricidae",NA
"Neomys_fodiens","cathemeral","Eulipotyphla","Soricidae",NA
"Neomys_teres","cathemeral","Eulipotyphla","Soricidae",NA
"Neonycteris_pusilla","nocturnal","Chiroptera","Phyllostomidae","Neonycteris"
"Neophascogale_lorentzii","cathemeral","Dasyuromorphia","Dasyuridae","Neophascogale"
"Neopteryx_frosti","nocturnal","Chiroptera","Pteropodidae","Neopteryx"
"Neotetracus_sinensis","nocturnal","Eulipotyphla","Erinaceidae","Neotetracus"
"Neotoma_albigula","nocturnal","Rodentia","Cricetidae","Neotoma"
"Neotoma_angustapalata","nocturnal","Rodentia","Cricetidae","Neotoma"
"Neotoma_bryanti","nocturnal","Rodentia","Cricetidae","Neotoma"
"Neotoma_chrysomelas","nocturnal","Rodentia","Cricetidae","Neotoma"
"Neotoma_cinerea","nocturnal","Rodentia","Cricetidae","Neotoma"
"Neotoma_devia","nocturnal","Rodentia","Cricetidae","Neotoma"
"Neotoma_floridana","nocturnal","Rodentia","Cricetidae","Neotoma"
"Neotoma_fuscipes","nocturnal","Rodentia","Cricetidae","Neotoma"
"Neotoma_goldmani","nocturnal","Rodentia","Cricetidae","Neotoma"
"Neotoma_lepida","nocturnal","Rodentia","Cricetidae","Neotoma"
"Neotoma_leucodon","nocturnal","Rodentia","Cricetidae","Neotoma"
"Neotoma_macrotis","nocturnal","Rodentia","Cricetidae","Neotoma"
"Neotoma_magister","nocturnal","Rodentia","Cricetidae","Neotoma"
"Neotoma_mexicana","nocturnal","Rodentia","Cricetidae","Neotoma"
"Neotoma_micropus","nocturnal","Rodentia","Cricetidae","Neotoma"
"Neotoma_nelsoni","nocturnal","Rodentia","Cricetidae","Neotoma"
"Neotoma_palatina","nocturnal","Rodentia","Cricetidae","Neotoma"
"Neotoma_phenax","nocturnal","Rodentia","Cricetidae","Neotoma"
"Neotoma_stephensi","nocturnal","Rodentia","Cricetidae","Neotoma"
"Neotomodon_alstoni","nocturnal","Rodentia","Cricetidae","Neotomodon"
"Neotomys_ebriosus","cathemeral","Rodentia","Cricetidae","Neotomys"
"Neotragus_batesi","cathemeral","Artiodactyla","Bovidae","Neotragus"
"Neotragus_pygmaeus","nocturnal","Artiodactyla","Bovidae","Neotragus"
"Neovison_vison","nocturnal","Carnivora","Mustelidae","Neovison"
"Nephelomys_albigularis","cathemeral","Rodentia","Cricetidae","Nephelomys"
"Nephelomys_caracolus","nocturnal","Rodentia","Cricetidae","Nephelomys"
"Nephelomys_meridensis","nocturnal","Rodentia","Cricetidae","Nephelomys"
"Nesokia_indica","nocturnal","Rodentia","Muridae","Nesokia"
"Nesolagus_netscheri","nocturnal","Lagomorpha","Leporidae","Nesolagus"
"Nesolagus_timminsi","nocturnal","Lagomorpha","Leporidae","Nesolagus"
"Nesomys_audeberti","diurnal","Rodentia","Nesomyidae","Nesomys"
"Nesomys_lambertoni","diurnal","Rodentia","Nesomyidae","Nesomys"
"Nesomys_rufus","diurnal","Rodentia","Nesomyidae","Nesomys"
"Nesoryzomys_fernandinae","nocturnal","Rodentia","Cricetidae","Nesoryzomys"
"Nesoryzomys_narboroughi","nocturnal","Rodentia","Cricetidae","Nesoryzomys"
"Nesoryzomys_swarthi","nocturnal","Rodentia","Cricetidae","Nesoryzomys"
"Nesotragus_moschatus","diurnal","Primates",NA,NA
"Neurotrichus_gibbsii","cathemeral","Eulipotyphla","Talpidae","Neurotrichus"
"Neusticomys_monticolus","nocturnal","Rodentia","Cricetidae","Neusticomys"
"Neusticomys_oyapocki","nocturnal","Rodentia","Cricetidae","Neusticomys"
"Nilgiritragus_hylocrius","cathemeral","Primates",NA,NA
"Ningaui_ridei","nocturnal","Dasyuromorphia","Dasyuridae","Ningaui"
"Ningaui_timealeyi","nocturnal","Dasyuromorphia","Dasyuridae","Ningaui"
"Ningaui_yvonneae","nocturnal","Primates",NA,NA
