"tips","max_crep","Order","Family","Genus"
"Niviventer_brahma","nocturnal","Rodentia","Muridae","Niviventer"
"Niviventer_cameroni","nocturnal","Rodentia","Muridae","Niviventer"
"Niviventer_confucianus","nocturnal","Rodentia","Muridae","Niviventer"
"Niviventer_cremoriventer","nocturnal","Rodentia","Muridae","Niviventer"
"Niviventer_eha","nocturnal","Rodentia","Muridae","Niviventer"
"Niviventer_fulvescens","nocturnal","Rodentia","Muridae","Niviventer"
"Niviventer_hinpoon","nocturnal","Rodentia","Muridae","Niviventer"
"Niviventer_langbianis","nocturnal","Primates",NA,NA
"Niviventer_niviventer","nocturnal","Rodentia","Muridae","Niviventer"
"Niviventer_tenaster","nocturnal","Rodentia","Muridae","Niviventer"
"Noctilio_albiventris","nocturnal","Chiroptera","Noctilionidae","Noctilio"
"Noctilio_leporinus","nocturnal","Chiroptera","Noctilionidae","Noctilio"
"Nomascus_concolor","diurnal","Primates","Hylobatidae","Nomascus"
"Nomascus_gabriellae","diurnal","Primates","Hylobatidae","Nomascus"
"Nomascus_hainanus","diurnal","Primates","Hylobatidae","Nomascus"
"Nomascus_leucogenys","diurnal","Primates","Hylobatidae","Nomascus"
"Nomascus_nasutus","diurnal","Primates","Hylobatidae","Nomascus"
"Nomascus_siki","diurnal","Primates","Hylobatidae","Nomascus"
"Notiosorex_crawfordi","cathemeral","Eulipotyphla","Soricidae","Notiosorex"
"Notomys_alexis","nocturnal","Rodentia","Muridae","Notomys"
"Notomys_aquilo","nocturnal","Rodentia","Muridae","Notomys"
"Notomys_cervinus","nocturnal","Rodentia","Muridae","Notomys"
"Notomys_fuscus","nocturnal","Rodentia","Muridae","Notomys"
"Notomys_mitchellii","nocturnal","Rodentia","Muridae","Notomys"
"Notopteris_macdonaldi","nocturnal","Chiroptera","Pteropodidae","Notopteris"
"Notopteris_neocaledonica","nocturnal","Chiroptera","Pteropodidae","Notopteris"
"Notoryctes_caurinus","cathemeral","Notoryctemorphia","Notoryctidae","Notoryctes"
"Notoryctes_typhlops","cathemeral","Notoryctemorphia","Notoryctidae","Notoryctes"
"Nyctalus_aviator","nocturnal","Chiroptera","Vespertilionidae","Nyctalus"
"Nyctalus_azoreum","diurnal","Chiroptera","Vespertilionidae","Nyctalus"
"Nyctalus_furvus","nocturnal","Chiroptera","Vespertilionidae","Nyctalus"
"Nyctalus_lasiopterus","nocturnal","Chiroptera","Vespertilionidae","Nyctalus"
"Nyctalus_leisleri","nocturnal","Chiroptera","Vespertilionidae","Nyctalus"
"Nyctalus_montanus","nocturnal","Chiroptera","Vespertilionidae","Nyctalus"
"Nyctalus_noctula","nocturnal","Chiroptera","Vespertilionidae","Nyctalus"
"Nyctalus_plancyi","nocturnal","Chiroptera","Vespertilionidae","Nyctalus"
"Nyctereutes_procyonoides","nocturnal","Carnivora","Canidae","Nyctereutes"
"Nycteris_arge","nocturnal","Chiroptera","Nycteridae","Nycteris"
"Nycteris_aurita","nocturnal","Chiroptera","Nycteridae","Nycteris"
"Nycteris_gambiensis","nocturnal","Chiroptera","Nycteridae","Nycteris"
"Nycteris_grandis","nocturnal","Chiroptera","Nycteridae","Nycteris"
"Nycteris_hispida","nocturnal","Chiroptera","Nycteridae","Nycteris"
"Nycteris_intermedia","nocturnal","Chiroptera","Nycteridae","Nycteris"
"Nycteris_javanica","nocturnal","Chiroptera","Nycteridae","Nycteris"
"Nycteris_macrotis","nocturnal","Chiroptera","Nycteridae","Nycteris"
"Nycteris_madagascariensis","nocturnal","Chiroptera","Nycteridae","Nycteris"
"Nycteris_major","nocturnal","Chiroptera","Nycteridae","Nycteris"
"Nycteris_nana","nocturnal","Chiroptera","Nycteridae","Nycteris"
"Nycteris_parisii","nocturnal","Chiroptera","Nycteridae","Nycteris"
"Nycteris_thebaica","nocturnal","Chiroptera","Nycteridae","Nycteris"
"Nycteris_tragata","nocturnal","Chiroptera","Nycteridae","Nycteris"
"Nycteris_vinsoni","nocturnal","Chiroptera","Nycteridae","Nycteris"
"Nycteris_woodi","nocturnal","Chiroptera","Nycteridae","Nycteris"
"Nycticebus_bengalensis","nocturnal","Primates","Lorisidae","Nycticebus"
"Nycticebus_coucang","nocturnal","Primates","Lorisidae","Nycticebus"
"Nycticebus_javanicus","nocturnal","Primates","Lorisidae","Nycticebus"
"Nycticebus_menagensis","nocturnal","Primates","Lorisidae","Nycticebus"
"Nycticebus_pygmaeus","nocturnal","Primates","Lorisidae","Nycticebus"
"Nycticeinops_schlieffeni","nocturnal","Chiroptera","Vespertilionidae","Nycticeinops"
"Nycticeius_cubanus","nocturnal","Chiroptera","Vespertilionidae","Nycticeius"
"Nycticeius_humeralis","nocturnal","Chiroptera","Vespertilionidae","Nycticeius"
"Nyctiellus_lepidus","nocturnal","Chiroptera","Natalidae","Nyctiellus"
"Nyctimene_aello","nocturnal","Chiroptera","Pteropodidae","Nyctimene"
"Nyctimene_albiventer","nocturnal","Chiroptera","Pteropodidae","Nyctimene"
"Nyctimene_cephalotes","nocturnal","Chiroptera","Pteropodidae","Nyctimene"
"Nyctimene_certans","nocturnal","Chiroptera","Pteropodidae","Nyctimene"
"Nyctimene_cyclotis","nocturnal","Chiroptera","Pteropodidae","Nyctimene"
"Nyctimene_draconilla","nocturnal","Chiroptera","Pteropodidae","Nyctimene"
"Nyctimene_keasti","nocturnal","Chiroptera","Pteropodidae","Nyctimene"
"Nyctimene_major","nocturnal","Chiroptera","Pteropodidae","Nyctimene"
"Nyctimene_malaitensis","nocturnal","Chiroptera","Pteropodidae","Nyctimene"
"Nyctimene_masalai","nocturnal","Chiroptera","Pteropodidae","Nyctimene"
"Nyctimene_minutus","nocturnal","Chiroptera","Pteropodidae","Nyctimene"
"Nyctimene_rabori","nocturnal","Chiroptera","Pteropodidae","Nyctimene"
"Nyctimene_robinsoni","nocturnal","Chiroptera","Pteropodidae","Nyctimene"
"Nyctimene_sanctacrucis","nocturnal","Chiroptera","Pteropodidae","Nyctimene"
"Nyctimene_vizcaccia","nocturnal","Chiroptera","Pteropodidae","Nyctimene"
"Nyctinomops_aurispinosus","nocturnal","Chiroptera","Molossidae","Nyctinomops"
"Nyctinomops_femorosaccus","nocturnal","Chiroptera","Molossidae","Nyctinomops"
"Nyctinomops_laticaudatus","nocturnal","Chiroptera","Molossidae","Nyctinomops"
"Nyctinomops_macrotis","nocturnal","Chiroptera","Molossidae","Nyctinomops"
"Nyctomys_sumichrasti","nocturnal","Rodentia","Cricetidae","Nyctomys"
"Nyctophilus_arnhemensis","nocturnal","Chiroptera","Vespertilionidae","Nyctophilus"
"Nyctophilus_bifax","nocturnal","Chiroptera","Vespertilionidae","Nyctophilus"
"Nyctophilus_geoffroyi","nocturnal","Chiroptera","Vespertilionidae","Nyctophilus"
"Nyctophilus_gouldi","nocturnal","Chiroptera","Vespertilionidae","Nyctophilus"
"Nyctophilus_heran","nocturnal","Chiroptera","Vespertilionidae","Nyctophilus"
"Nyctophilus_howensis","nocturnal","Chiroptera","Vespertilionidae","Nyctophilus"
"Nyctophilus_microdon","nocturnal","Chiroptera","Vespertilionidae","Nyctophilus"
"Nyctophilus_microtis","nocturnal","Chiroptera","Vespertilionidae","Nyctophilus"
"Nyctophilus_nebulosus","nocturnal","Chiroptera","Vespertilionidae","Nyctophilus"
"Nyctophilus_sherrini","nocturnal","Chiroptera","Vespertilionidae","Nyctophilus"
"Nyctophilus_timoriensis","nocturnal","Chiroptera","Vespertilionidae","Nyctophilus"
"Nyctophilus_walkeri","nocturnal","Chiroptera","Vespertilionidae","Nyctophilus"
"Ochotona_alpina","diurnal","Lagomorpha","Ochotonidae","Ochotona"
"Ochotona_argentata","diurnal","Lagomorpha","Ochotonidae","Ochotona"
"Ochotona_cansus","crepuscular","Lagomorpha","Ochotonidae","Ochotona"
"Ochotona_collaris","diurnal","Lagomorpha","Ochotonidae","Ochotona"
"Ochotona_curzoniae","diurnal","Lagomorpha","Ochotonidae","Ochotona"
"Ochotona_dauurica","diurnal","Lagomorpha","Ochotonidae","Ochotona"
"Ochotona_erythrotis","diurnal","Lagomorpha","Ochotonidae","Ochotona"
"Ochotona_forresti","diurnal","Lagomorpha","Ochotonidae","Ochotona"
"Ochotona_gloveri","diurnal","Lagomorpha","Ochotonidae","Ochotona"
"Ochotona_himalayana","diurnal","Lagomorpha","Ochotonidae","Ochotona"
"Ochotona_hoffmanni","diurnal","Lagomorpha","Ochotonidae","Ochotona"
"Ochotona_huangensis","diurnal","Lagomorpha","Ochotonidae","Ochotona"
"Ochotona_hyperborea","diurnal","Lagomorpha","Ochotonidae","Ochotona"
"Ochotona_iliensis","cathemeral","Lagomorpha","Ochotonidae","Ochotona"
"Ochotona_koslowi","diurnal","Lagomorpha","Ochotonidae","Ochotona"
"Ochotona_ladacensis","diurnal","Lagomorpha","Ochotonidae","Ochotona"
"Ochotona_macrotis","diurnal","Lagomorpha","Ochotonidae","Ochotona"
"Ochotona_muliensis","diurnal","Lagomorpha","Ochotonidae","Ochotona"
"Ochotona_nubrica","diurnal","Lagomorpha","Ochotonidae","Ochotona"
"Ochotona_pallasi","diurnal","Lagomorpha","Ochotonidae","Ochotona"
"Ochotona_princeps","diurnal","Lagomorpha","Ochotonidae","Ochotona"
"Ochotona_pusilla","cathemeral","Lagomorpha","Ochotonidae","Ochotona"
"Ochotona_roylei","diurnal","Lagomorpha","Ochotonidae","Ochotona"
"Ochotona_rufescens","diurnal","Lagomorpha","Ochotonidae","Ochotona"
"Ochotona_rutila","diurnal","Lagomorpha","Ochotonidae","Ochotona"
"Ochotona_thibetana","diurnal","Lagomorpha","Ochotonidae","Ochotona"
"Ochotona_thomasi","diurnal","Lagomorpha","Ochotonidae","Ochotona"
"Ochotona_turuchanensis","diurnal","Lagomorpha","Ochotonidae","Ochotona"
"Ochrotomys_nuttalli","nocturnal","Rodentia","Cricetidae","Ochrotomys"
"Octodon_bridgesi","nocturnal","Rodentia","Octodontidae","Octodon"
"Octodon_degus","diurnal","Rodentia","Octodontidae","Octodon"
"Octodon_lunatus","nocturnal","Rodentia","Octodontidae","Octodon"
"Octodon_pacificus","diurnal","Rodentia","Octodontidae","Octodon"
"Octodontomys_gliroides","nocturnal","Rodentia","Ctenomyidae","Octodontomys"
"Octomys_mimax","nocturnal","Rodentia","Octodontidae","Octomys"
"Odocoileus_hemionus","crepuscular","Artiodactyla","Cervidae","Odocoileus"
"Odocoileus_virginianus","crepuscular","Artiodactyla","Cervidae","Odocoileus"
"Oecomys_auyantepui","nocturnal","Rodentia","Cricetidae","Oecomys"
"Oecomys_bicolor","nocturnal","Rodentia","Cricetidae","Oecomys"
"Oecomys_catherinae","nocturnal","Rodentia","Cricetidae","Oecomys"
"Oecomys_cleberi","nocturnal","Rodentia","Cricetidae","Oecomys"
"Oecomys_concolor","nocturnal","Rodentia","Cricetidae","Oecomys"
"Oecomys_flavicans","nocturnal","Rodentia","Cricetidae","Oecomys"
"Oecomys_mamorae","nocturnal","Rodentia","Cricetidae","Oecomys"
"Oecomys_paricola","nocturnal","Rodentia","Cricetidae","Oecomys"
"Oecomys_phaeotis","nocturnal","Rodentia","Cricetidae","Oecomys"
"Oecomys_rex","nocturnal","Rodentia","Cricetidae","Oecomys"
"Oecomys_roberti","nocturnal","Rodentia","Cricetidae","Oecomys"
"Oecomys_rutilus","nocturnal","Rodentia","Cricetidae","Oecomys"
"Oecomys_speciosus","nocturnal","Rodentia","Cricetidae","Oecomys"
"Oecomys_superans","nocturnal","Rodentia","Cricetidae","Oecomys"
"Oecomys_trinitatis","nocturnal","Rodentia","Cricetidae","Oecomys"
"Oenomys_hypoxanthus","cathemeral","Rodentia","Muridae","Oenomys"
"Oenomys_ornatus","cathemeral","Rodentia","Muridae","Oenomys"
"Okapia_johnstoni","diurnal","Artiodactyla","Giraffidae","Okapia"
"Olallamys_albicauda","nocturnal","Rodentia","Echimyidae","Olallamys"
"Olallamys_edax","nocturnal","Rodentia","Echimyidae","Olallamys"
"Oligoryzomys_andinus","nocturnal","Rodentia","Cricetidae","Oligoryzomys"
"Oligoryzomys_arenalis","nocturnal","Rodentia","Cricetidae","Oligoryzomys"
"Oligoryzomys_brendae","nocturnal","Rodentia","Cricetidae","Oligoryzomys"
"Oligoryzomys_chacoensis","nocturnal","Rodentia","Cricetidae","Oligoryzomys"
"Oligoryzomys_delticola","nocturnal","Rodentia","Cricetidae","Oligoryzomys"
"Oligoryzomys_destructor","nocturnal","Rodentia","Cricetidae","Oligoryzomys"
"Oligoryzomys_eliurus","nocturnal","Rodentia","Cricetidae","Oligoryzomys"
"Oligoryzomys_flavescens","nocturnal","Rodentia","Cricetidae","Oligoryzomys"
"Oligoryzomys_fornesi","nocturnal","Rodentia","Cricetidae","Oligoryzomys"
"Oligoryzomys_fulvescens","nocturnal","Rodentia","Cricetidae","Oligoryzomys"
"Oligoryzomys_griseolus","nocturnal","Rodentia","Cricetidae","Oligoryzomys"
"Oligoryzomys_longicaudatus","nocturnal","Rodentia","Cricetidae","Oligoryzomys"
"Oligoryzomys_magellanicus","nocturnal","Rodentia","Cricetidae","Oligoryzomys"
"Oligoryzomys_microtis","nocturnal","Rodentia","Cricetidae","Oligoryzomys"
"Oligoryzomys_moojeni","nocturnal","Rodentia","Cricetidae","Oligoryzomys"
"Oligoryzomys_nigripes","nocturnal","Rodentia","Cricetidae","Oligoryzomys"
"Oligoryzomys_rupestris","nocturnal","Rodentia","Cricetidae","Oligoryzomys"
"Oligoryzomys_stramineus","nocturnal","Rodentia","Cricetidae","Oligoryzomys"
"Oligoryzomys_vegetus","nocturnal","Rodentia","Cricetidae","Oligoryzomys"
"Ondatra_zibethicus","nocturnal","Rodentia","Cricetidae","Ondatra"
"Onychogalea_fraenata","nocturnal","Diprotodontia","Macropodidae","Onychogalea"
"Onychogalea_unguifera","nocturnal","Diprotodontia","Macropodidae","Onychogalea"
"Onychomys_arenicola","nocturnal","Rodentia","Cricetidae","Onychomys"
"Onychomys_leucogaster","nocturnal","Rodentia","Cricetidae","Onychomys"
"Onychomys_torridus","nocturnal","Rodentia","Cricetidae","Onychomys"
"Oreamnos_americanus","nocturnal","Artiodactyla","Bovidae","Oreamnos"
"Oreonax_flavicauda","diurnal","Primates",NA,NA
"Oreoryzomys_balneator","nocturnal","Rodentia","Cricetidae","Oreoryzomys"
"Oreotragus_oreotragus","diurnal","Artiodactyla","Bovidae","Oreotragus"
"Ornithorhynchus_anatinus","crepuscular","Monotremata","Ornithorhynchidae","Ornithorhynchus"
"Orycteropus_afer","nocturnal","Tubulidentata","Orycteropodidae","Orycteropus"
"Oryctolagus_cuniculus","cathemeral","Lagomorpha","Leporidae","Oryctolagus"
"Oryx_beisa","cathemeral","Artiodactyla","Bovidae","Oryx"
"Oryx_dammah","nocturnal","Artiodactyla","Bovidae","Oryx"
"Oryx_gazella","diurnal","Artiodactyla","Bovidae","Oryx"
"Oryx_leucoryx","diurnal","Artiodactyla","Bovidae","Oryx"
"Oryzomys_couesi","nocturnal","Rodentia","Cricetidae","Oryzomys"
"Oryzomys_palustris","nocturnal","Rodentia","Cricetidae","Oryzomys"
"Oryzorictes_hova","nocturnal","Primates",NA,"Oryzorictes"
"Oryzorictes_tetradactylus","nocturnal","Primates",NA,"Oryzorictes"
"Otocolobus_manul","diurnal","Carnivora","Felidae","Otocolobus"
"Otocyon_megalotis","nocturnal","Carnivora","Canidae","Otocyon"
"Otolemur_crassicaudatus","nocturnal","Primates","Galagidae","Otolemur"
"Otolemur_garnettii","nocturnal","Primates","Galagidae","Otolemur"
"Otomops_formosus","nocturnal","Chiroptera","Molossidae","Otomops"
"Otomops_johnstonei","nocturnal","Chiroptera","Molossidae","Otomops"
"Otomops_madagascariensis","nocturnal","Chiroptera","Molossidae","Otomops"
"Otomops_martiensseni","nocturnal","Chiroptera","Molossidae","Otomops"
"Otomops_papuensis","nocturnal","Chiroptera","Molossidae","Otomops"
"Otomops_secundus","nocturnal","Chiroptera","Molossidae","Otomops"
"Otomops_wroughtoni","nocturnal","Chiroptera","Molossidae","Otomops"
"Otomys_anchietae","crepuscular","Rodentia","Muridae","Otomys"
"Otomys_angoniensis","crepuscular","Rodentia","Muridae","Otomys"
"Otomys_barbouri","crepuscular","Rodentia","Muridae","Otomys"
"Otomys_burtoni","crepuscular","Rodentia","Muridae","Otomys"
"Otomys_cuanzensis","crepuscular","Rodentia","Muridae","Otomys"
"Otomys_denti","crepuscular","Rodentia","Muridae","Otomys"
"Otomys_irroratus","crepuscular","Rodentia","Muridae","Otomys"
"Otomys_lacustris","crepuscular","Rodentia","Muridae","Otomys"
"Otomys_laminatus","crepuscular","Rodentia","Muridae","Otomys"
"Otomys_occidentalis","crepuscular","Rodentia","Muridae","Otomys"
"Otomys_saundersiae","crepuscular","Rodentia","Muridae","Otomys"
"Otomys_sloggetti","crepuscular","Primates",NA,NA
"Otomys_tropicalis","crepuscular","Rodentia","Muridae","Otomys"
"Otomys_typus","crepuscular","Rodentia","Muridae","Otomys"
"Otomys_unisulcatus","crepuscular","Primates",NA,NA
"Otonycteris_hemprichii","nocturnal","Chiroptera","Vespertilionidae","Otonycteris"
"Otonyctomys_hatti","nocturnal","Rodentia","Cricetidae","Otonyctomys"
"Otopteropus_cartilagonodus","nocturnal","Chiroptera","Pteropodidae","Otopteropus"
"Ototylomys_phyllotis","nocturnal","Rodentia","Cricetidae","Ototylomys"
"Ourebia_ourebi","cathemeral","Artiodactyla","Bovidae","Ourebia"
"Ovibos_moschatus","diurnal","Artiodactyla","Bovidae","Ovibos"
"Ovis_ammon","diurnal","Artiodactyla","Bovidae","Ovis"
"Ovis_canadensis","diurnal","Artiodactyla","Bovidae","Ovis"
"Ovis_dalli","diurnal","Artiodactyla","Bovidae","Ovis"
"Ovis_nivicola","diurnal","Artiodactyla","Bovidae","Ovis"
"Ovis_orientalis","diurnal","Artiodactyla","Bovidae","Ovis"
"Oxymycterus_delator","diurnal","Rodentia","Cricetidae","Oxymycterus"
"Oxymycterus_hiska","cathemeral","Rodentia","Cricetidae","Oxymycterus"
"Oxymycterus_hucucha","cathemeral","Rodentia","Cricetidae","Oxymycterus"
"Oxymycterus_nasutus","diurnal","Rodentia","Cricetidae","Oxymycterus"
"Oxymycterus_paramensis","cathemeral","Rodentia","Cricetidae","Oxymycterus"
"Oxymycterus_rufus","diurnal","Rodentia","Cricetidae","Oxymycterus"
"Ozotoceros_bezoarticus","diurnal","Artiodactyla","Cervidae","Ozotoceros"
"Pachyuromys_duprasi","nocturnal","Rodentia","Muridae","Pachyuromys"
"Paguma_larvata","nocturnal","Carnivora","Viverridae","Paguma"
"Palawanomys_furvus","nocturnal","Rodentia","Muridae","Palawanomys"
"Pan_paniscus","diurnal","Primates","Hominidae","Pan"
"Pan_troglodytes","diurnal","Primates","Hominidae","Pan"
"Panthera_leo","nocturnal","Carnivora","Felidae","Panthera"
"Panthera_onca","cathemeral","Carnivora","Felidae","Panthera"
"Panthera_pardus","nocturnal","Carnivora","Felidae","Panthera"
"Panthera_tigris","nocturnal","Carnivora","Felidae","Panthera"
"Panthera_uncia","cathemeral","Carnivora","Felidae","Panthera"
"Pantholops_hodgsonii","diurnal","Artiodactyla","Bovidae","Pantholops"
"Papio_anubis","diurnal","Primates","Cercopithecidae","Papio"
"Papio_cynocephalus","diurnal","Primates","Cercopithecidae","Papio"
"Papio_hamadryas","diurnal","Primates","Cercopithecidae","Papio"
"Papio_papio","diurnal","Primates","Cercopithecidae","Papio"
"Papio_ursinus","diurnal","Primates","Cercopithecidae","Papio"
"Paracoelops_megalotis","nocturnal","Primates",NA,NA
"Paracynictis_selousi","nocturnal","Carnivora","Herpestidae","Paracynictis"
"Paradipus_ctenodactylus","nocturnal","Rodentia","Dipodidae","Paradipus"
"Paradoxurus_hermaphroditus","nocturnal","Carnivora","Viverridae","Paradoxurus"
"Paradoxurus_jerdoni","nocturnal","Carnivora","Viverridae","Paradoxurus"
"Paradoxurus_zeylonensis","nocturnal","Carnivora","Viverridae","Paradoxurus"
"Paraechinus_aethiopicus","nocturnal","Eulipotyphla","Erinaceidae","Paraechinus"
"Paraechinus_hypomelas","nocturnal","Eulipotyphla","Erinaceidae","Paraechinus"
"Paraechinus_micropus","nocturnal","Eulipotyphla","Erinaceidae","Paraechinus"
"Paraechinus_nudiventris","nocturnal","Eulipotyphla","Erinaceidae","Paraechinus"
"Paraleptomys_rufilatus","nocturnal","Rodentia","Muridae","Paraleptomys"
"Paramelomys_platyops","nocturnal","Rodentia","Muridae","Paramelomys"
"Parantechinus_apicalis","nocturnal","Dasyuromorphia","Dasyuridae","Parantechinus"
"Paranyctimene_raptor","nocturnal","Chiroptera","Pteropodidae","Paranyctimene"
"Paranyctimene_tenax","nocturnal","Chiroptera","Pteropodidae","Paranyctimene"
"Parascalops_breweri","cathemeral","Eulipotyphla","Talpidae","Parascalops"
"Paraxerus_alexandri","diurnal","Rodentia","Sciuridae","Paraxerus"
"Paraxerus_boehmi","diurnal","Rodentia","Sciuridae","Paraxerus"
"Paraxerus_cepapi","diurnal","Rodentia","Sciuridae","Paraxerus"
"Paraxerus_cooperi","diurnal","Rodentia","Sciuridae","Paraxerus"
"Paraxerus_flavovittis","diurnal","Rodentia","Sciuridae","Paraxerus"
"Paraxerus_lucifer","diurnal","Rodentia","Sciuridae","Paraxerus"
"Paraxerus_ochraceus","diurnal","Rodentia","Sciuridae","Paraxerus"
"Paraxerus_palliatus","diurnal","Rodentia","Sciuridae","Paraxerus"
"Paraxerus_poensis","diurnal","Rodentia","Sciuridae","Paraxerus"
"Paraxerus_vexillarius","diurnal","Rodentia","Sciuridae","Paraxerus"
"Paraxerus_vincenti","diurnal","Rodentia","Sciuridae","Paraxerus"
"Pardofelis_badia","nocturnal","Primates",NA,NA
"Pardofelis_marmorata","nocturnal","Carnivora","Felidae","Pardofelis"
"Pardofelis_temminckii","nocturnal","Primates",NA,NA
"Parotomys_brantsii","diurnal","Rodentia","Muridae","Parotomys"
"Parotomys_littledalei","diurnal","Rodentia","Muridae","Parotomys"
"Pattonomys_occasius","nocturnal","Rodentia","Echimyidae","Pattonomys"
"Pattonomys_semivillosus","nocturnal","Rodentia","Echimyidae","Pattonomys"
"Pecari_maximus","nocturnal","Primates",NA,NA
"Pecari_tajacu","diurnal","Artiodactyla","Tayassuidae","Pecari"
"Pectinator_spekei","diurnal","Rodentia","Ctenodactylidae","Pectinator"
