"Species_name","Order","Suborder","Parvorder","Family","Diel_Pattern","max_crep","max_dinoc","Confidence","tips"
"Geoxus valdivianus","Rodentia","idk","non-cetacean","Cricetidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Geoxus_valdivianus"
"Geoxus valdivianus","Rodentia","idk","non-cetacean","Cricetidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Geoxus_valdivianus"
"Geoxus valdivianus","Rodentia","idk","non-cetacean","Cricetidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Geoxus_valdivianus"
"Gerbilliscus boehmi","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Gerbilliscus_boehmi"
"Gerbilliscus brantsii","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Gerbilliscus_brantsii"
"Gerbilliscus inclusus","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Gerbilliscus_inclusus"
"Gerbilliscus leucogaster","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Gerbilliscus_leucogaster"
"Gerbillurus paeba","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Gerbillurus_paeba"
"Gerbillurus tytonis","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Gerbillurus_tytonis"
"Gerbillurus vallinus","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Gerbillurus_vallinus"
"Gerbillus andersoni","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Gerbillus_andersoni"
"Gerbillus andersoni","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Gerbillus_andersoni"
"Gerbillus cheesmani","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Gerbillus_cheesmani"
"Gerbillus gerbillus","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Gerbillus_gerbillus"
"Gerbillus henleyi","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Gerbillus_henleyi"
"Gerbillus nanus","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Gerbillus_nanus"
"Gerbillus pyramidum","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Gerbillus_pyramidum"
"Gerbillus pyramidum","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Gerbillus_pyramidum"
"Giraffa camelopardalis","Artiodactyla","Ruminantia","non-cetacean","Giraffidae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Giraffa_camelopardalis"
"Giraffa camelopardalis","Artiodactyla","Ruminantia","non-cetacean","Giraffidae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Giraffa_camelopardalis"
"Glaucomys sabrinus","Rodentia","idk","non-cetacean","Sciuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Glaucomys_sabrinus"
"Glaucomys sabrinus","Rodentia","idk","non-cetacean","Sciuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Glaucomys_sabrinus"
"Glaucomys volans","Rodentia","idk","non-cetacean","Sciuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Glaucomys_volans"
"Glaucomys volans","Rodentia","idk","non-cetacean","Sciuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Glaucomys_volans"
"Glironia venusta","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Glironia_venusta"
"Glirulus japonicus","Rodentia","idk","non-cetacean","Gliridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Glirulus_japonicus"
"Glirulus japonicus","Rodentia","idk","non-cetacean","Gliridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Glirulus_japonicus"
"Glis glis","Rodentia","idk","non-cetacean","Gliridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Glis_glis"
"Glis glis","Rodentia","idk","non-cetacean","Gliridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Glis_glis"
"Glis glis","Rodentia","idk","non-cetacean","Gliridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Glis_glis"
"Glossophaga commissarisi","Chiroptera","idk","non-cetacean","Phyllostomidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Glossophaga_commissarisi"
"Glossophaga soricina","Chiroptera","idk","non-cetacean","Phyllostomidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Glossophaga_soricina"
"Glossophaga soricina","Chiroptera","idk","non-cetacean","Phyllostomidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Glossophaga_soricina"
"Golunda ellioti","Rodentia","idk","non-cetacean","Muridae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Golunda_ellioti"
"Gorilla gorilla","Primates","idk","non-cetacean","Hominidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Gorilla_gorilla"
"Gorilla gorilla","Primates","idk","non-cetacean","Hominidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Gorilla_gorilla"
"Gracilinanus aceramarcae","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Gracilinanus_aceramarcae"
"Gracilinanus agilis","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Gracilinanus_agilis"
"Gracilinanus dryas","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Gracilinanus_dryas"
"Gracilinanus emiliae","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Gracilinanus_emiliae"
"Gracilinanus marica","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Gracilinanus_marica"
"Gracilinanus microtarsus","Didelphimorphia","idk","non-cetacean","Didelphidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Gracilinanus_microtarsus"
"Grammomys cometes","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Grammomys_cometes"
"Grammomys dolichurus","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Grammomys_dolichurus"
"Graomys griseoflavus","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Graomys_griseoflavus"
"Graphiurus christyi","Rodentia","idk","non-cetacean","Gliridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Graphiurus_christyi"
"Graphiurus crassicaudatus","Rodentia","idk","non-cetacean","Gliridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Graphiurus_crassicaudatus"
"Graphiurus kelleni","Rodentia","idk","non-cetacean","Gliridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Graphiurus_kelleni"
"Graphiurus lorraineus","Rodentia","idk","non-cetacean","Gliridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Graphiurus_lorraineus"
"Graphiurus murinus","Rodentia","idk","non-cetacean","Gliridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Graphiurus_murinus"
"Graphiurus murinus","Rodentia","idk","non-cetacean","Gliridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Graphiurus_murinus"
"Graphiurus nagtglasii","Rodentia","idk","non-cetacean","Gliridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Graphiurus_nagtglasii"
"Graphiurus nagtglasii","Rodentia","idk","non-cetacean","Gliridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Graphiurus_nagtglasii"
"Graphiurus ocularis","Rodentia","idk","non-cetacean","Gliridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Graphiurus_ocularis"
"Graphiurus platyops","Rodentia","idk","non-cetacean","Gliridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Graphiurus_platyops"
"Graphiurus surdus","Rodentia","idk","non-cetacean","Gliridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Graphiurus_surdus"
"Gulo gulo","Carnivora","idk","non-cetacean","Mustelidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Gulo_gulo"
"Gymnobelideus leadbeateri","Diprotodontia","idk","non-cetacean","Petauridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Gymnobelideus_leadbeateri"
"Gymnobelideus leadbeateri","Diprotodontia","idk","non-cetacean","Petauridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Gymnobelideus_leadbeateri"
"Habromys lophurus","Rodentia","idk","non-cetacean","Cricetidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Habromys_lophurus"
"Hapalemur alaotrensis","Primates","idk","non-cetacean","Lemuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Hapalemur_alaotrensis"
"Hapalemur alaotrensis","Primates","idk","non-cetacean","Lemuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Hapalemur_alaotrensis"
"Hapalemur aureus","Primates","idk","non-cetacean","Lemuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Hapalemur_aureus"
"Hapalemur aureus","Primates","idk","non-cetacean","Lemuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Hapalemur_aureus"
"Hapalemur aureus","Primates","idk","non-cetacean","Lemuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Hapalemur_aureus"
"Hapalemur aureus","Primates","idk","non-cetacean","Lemuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Hapalemur_aureus"
"Hapalemur griseus","Primates","idk","non-cetacean","Lemuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Hapalemur_griseus"
"Hapalemur griseus","Primates","idk","non-cetacean","Lemuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Hapalemur_griseus"
"Hapalemur griseus","Primates","idk","non-cetacean","Lemuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Hapalemur_griseus"
"Hapalemur griseus","Primates","idk","non-cetacean","Lemuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Hapalemur_griseus"
"Hapalemur occidentalis","Primates","idk","non-cetacean","Lemuridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Hapalemur_occidentalis"
"Hapalomys delacouri","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Hapalomys_delacouri"
"Hapalomys longicaudatus","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Hapalomys_longicaudatus"
"Heimyscus fumosus","Rodentia","idk","non-cetacean","Muridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Heimyscus_fumosus"
"Helarctos malayanus","Carnivora","idk","non-cetacean","Ursidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Helarctos_malayanus"
"Heliosciurus gambianus","Rodentia","idk","non-cetacean","Sciuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Heliosciurus_gambianus"
"Heliosciurus mutabilis","Rodentia","idk","non-cetacean","Sciuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Heliosciurus_mutabilis"
"Heliosciurus mutabilis","Rodentia","idk","non-cetacean","Sciuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Heliosciurus_mutabilis"
"Heliosciurus punctatus","Rodentia","idk","non-cetacean","Sciuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Heliosciurus_punctatus"
"Heliosciurus rufobrachium","Rodentia","idk","non-cetacean","Sciuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Heliosciurus_rufobrachium"
"Heliosciurus rufobrachium","Rodentia","idk","non-cetacean","Sciuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Heliosciurus_rufobrachium"
"Heliosciurus ruwenzorii","Rodentia","idk","non-cetacean","Sciuridae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Heliosciurus_ruwenzorii"
"Helogale hirtula","Carnivora","idk","non-cetacean","Herpestidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Helogale_hirtula"
"Helogale parvula","Carnivora","idk","non-cetacean","Herpestidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Helogale_parvula"
"Hemibelideus lemuroides","Diprotodontia","idk","non-cetacean","Pseudocheiridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Hemibelideus_lemuroides"
"Hemicentetes nigriceps","Afrosoricida","idk","non-cetacean","Tenrecidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Hemicentetes_nigriceps"
"Hemicentetes semispinosus","Afrosoricida","idk","non-cetacean","Tenrecidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Hemicentetes_semispinosus"
"Hemicentetes semispinosus","Afrosoricida","idk","non-cetacean","Tenrecidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Hemicentetes_semispinosus"
"Hemicentetes semispinosus","Afrosoricida","idk","non-cetacean","Tenrecidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Hemicentetes_semispinosus"
"Hemiechinus auritus","Erinaceomorpha","idk","non-cetacean","Erinaceidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Hemiechinus_auritus"
"Hemiechinus collaris","Erinaceomorpha","idk","non-cetacean","Erinaceidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Hemiechinus_collaris"
"Hemigalus derbyanus","Carnivora","idk","non-cetacean","Viverridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Hemigalus_derbyanus"
"Hemitragus jemlahicus","Artiodactyla","Ruminantia","non-cetacean","Bovidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Hemitragus_jemlahicus"
"Herpestes brachyurus","Carnivora","idk","non-cetacean","Herpestidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Herpestes_brachyurus"
"Herpestes fuscus","Carnivora","idk","non-cetacean","Herpestidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Herpestes_fuscus"
"Herpestes ichneumon","Carnivora","idk","non-cetacean","Herpestidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Herpestes_ichneumon"
"Herpestes javanicus","Carnivora","idk","non-cetacean","Herpestidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Herpestes_javanicus"
"Herpestes naso","Carnivora","idk","non-cetacean","Herpestidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Herpestes_naso"
"Herpestes semitorquatus","Carnivora","idk","non-cetacean","Herpestidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Herpestes_semitorquatus"
"Herpestes smithii","Carnivora","idk","non-cetacean","Herpestidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Herpestes_smithii"
"Herpestes urva","Carnivora","idk","non-cetacean","Herpestidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Herpestes_urva"
"Herpestes vitticollis","Carnivora","idk","non-cetacean","Herpestidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Herpestes_vitticollis"
"Heterohyrax brucei","Hyracoidea","idk","non-cetacean","Procaviidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Heterohyrax_brucei"
"Heteromys anomalus","Rodentia","idk","non-cetacean","Heteromyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Heteromys_anomalus"
"Heteromys anomalus","Rodentia","idk","non-cetacean","Heteromyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Heteromys_anomalus"
"Heteromys australis","Rodentia","idk","non-cetacean","Heteromyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Heteromys_australis"
"Heteromys australis","Rodentia","idk","non-cetacean","Heteromyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Heteromys_australis"
"Heteromys desmarestianus","Rodentia","idk","non-cetacean","Heteromyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Heteromys_desmarestianus"
"Heteromys desmarestianus","Rodentia","idk","non-cetacean","Heteromyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Heteromys_desmarestianus"
"Heteromys gaumeri","Rodentia","idk","non-cetacean","Heteromyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Heteromys_gaumeri"
"Heteromys nelsoni","Rodentia","idk","non-cetacean","Heteromyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Heteromys_nelsoni"
"Heteromys oresterus","Rodentia","idk","non-cetacean","Heteromyidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Heteromys_oresterus"
"Hippocamelus antisensis","Artiodactyla","Ruminantia","non-cetacean","Cervidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Hippocamelus_antisensis"
"Hippocamelus bisulcus","Artiodactyla","Ruminantia","non-cetacean","Cervidae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Hippocamelus_bisulcus"
"Hippocamelus bisulcus","Artiodactyla","Ruminantia","non-cetacean","Cervidae","crepuscular","crepuscular","crepuscular","Bennie_2014_dataset","Hippocamelus_bisulcus"
"Hippopotamus amphibius","Artiodactyla","Whippomorpha","non-cetacean","Hippopotamidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Hippopotamus_amphibius"
"Hippopotamus amphibius","Artiodactyla","Whippomorpha","non-cetacean","Hippopotamidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Hippopotamus_amphibius"
"Hipposideros ater","Chiroptera","idk","non-cetacean","Hipposideridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Hipposideros_ater"
"Hipposideros caffer","Chiroptera","idk","non-cetacean","Hipposideridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Hipposideros_caffer"
"Hipposideros cervinus","Chiroptera","idk","non-cetacean","Hipposideridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Hipposideros_cervinus"
"Hipposideros commersoni","Chiroptera","idk","non-cetacean","Hipposideridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Hipposideros_commersoni"
"Hipposideros speoris","Chiroptera","idk","non-cetacean","Hipposideridae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Hipposideros_speoris"
"Hippotragus equinus","Artiodactyla","Ruminantia","non-cetacean","Bovidae","diurnal","diurnal","diurnal","Bennie_2014_dataset","Hippotragus_equinus"
"Hippotragus niger","Artiodactyla","Ruminantia","non-cetacean","Bovidae","cathemeral","cathemeral","cathemeral","Bennie_2014_dataset","Hippotragus_niger"
"Histiotus montanus","Chiroptera","idk","non-cetacean","Vespertilionidae","nocturnal","nocturnal","nocturnal","Bennie_2014_dataset","Histiotus_montanus"
