"","search_string","unique_name","approximate_match","ott_id","is_synonym","flags","number_matches","tips","genus","family","order","diel","diel_confidence","diel2","genome"
"2531","mustelus lenticulatus","Mustelus lenticulatus",FALSE,1026206,FALSE,"",1,"Mustelus_lenticulatus","Mustelus","Triakidae","Carcharhiniformes","unclear",5,"unknown",""
"2532","mustelus mustelus","Mustelus mustelus",FALSE,208178,FALSE,"",1,"Mustelus_mustelus","Mustelus","Triakidae","Carcharhiniformes","diurnal",1,"diurnal",""
"2533","mycteroperca acutirostris","Mycteroperca acutirostris",FALSE,961317,FALSE,"",1,"Mycteroperca_acutirostris","Mycteroperca","Serranidae","Perciformes/Serranoidei","diurnal",1,"diurnal",""
"2534","mycteroperca bonaci","Mycteroperca bonaci",FALSE,939949,FALSE,"",1,"Mycteroperca_bonaci","Mycteroperca","Serranidae","Perciformes/Serranoidei","diurnal",1,"diurnal",""
"2535","mycteroperca cidi","Mycteroperca cidi",FALSE,3634077,FALSE,"",1,"Mycteroperca_cidi","Mycteroperca","Serranidae","Perciformes/Serranoidei","diurnal",1,"diurnal",""
"2536","mycteroperca fusca","Mycteroperca fusca",FALSE,961298,FALSE,"",1,"Mycteroperca_fusca","Mycteroperca","Serranidae","Perciformes/Serranoidei","diurnal",1,"diurnal",""
"2537","mycteroperca interstitialis","Mycteroperca interstitialis",FALSE,594077,FALSE,"",1,"Mycteroperca_interstitialis","Mycteroperca","Serranidae","Perciformes/Serranoidei","diurnal",1,"diurnal",""
"2538","mycteroperca jordani","Mycteroperca jordani",FALSE,64633,FALSE,"",1,"Mycteroperca_jordani","Mycteroperca","Serranidae","Perciformes/Serranoidei","crepuscular",2,"crepuscular",""
"2539","mycteroperca microlepis","Mycteroperca microlepis",FALSE,195816,FALSE,"",1,"Mycteroperca_microlepis","Mycteroperca","Serranidae","Perciformes/Serranoidei","diurnal",1,"diurnal",""
"2540","mycteroperca olfax","Mycteroperca olfax",FALSE,1009494,FALSE,"",1,"Mycteroperca_olfax","Mycteroperca","Serranidae","Perciformes/Serranoidei","unclear",1,"unknown",""
"2541","mycteroperca phenax","Mycteroperca phenax",FALSE,231669,FALSE,"",1,"Mycteroperca_phenax","Mycteroperca","Serranidae","Perciformes/Serranoidei","diurnal",1,"diurnal",""
"2542","mycteroperca prionura","Mycteroperca prionura",FALSE,781549,FALSE,"",1,"Mycteroperca_prionura","Mycteroperca","Serranidae","Perciformes/Serranoidei","unclear",1,"unknown",""
"2543","mycteroperca rosacea","Mycteroperca rosacea",FALSE,585582,FALSE,"",1,"Mycteroperca_rosacea","Mycteroperca","Serranidae","Perciformes/Serranoidei","crepuscular/diurnal",3,"crepuscular",""
"2544","mycteroperca rubra","Mycteroperca rubra",FALSE,961307,FALSE,"",1,"Mycteroperca_rubra","Mycteroperca","Serranidae","Perciformes/Serranoidei","diurnal",3,"diurnal",""
"2545","mycteroperca tigris","Mycteroperca tigris",FALSE,207413,FALSE,"",1,"Mycteroperca_tigris","Mycteroperca","Serranidae","Perciformes/Serranoidei","diurnal",1,"diurnal",""
"2546","mycteroperca venenosa","Mycteroperca venenosa",FALSE,585594,FALSE,"",1,"Mycteroperca_venenosa","Mycteroperca","Serranidae","Perciformes/Serranoidei","diurnal",1,"diurnal",""
"2547","mycteroperca xenarcha","Mycteroperca xenarcha",FALSE,568242,FALSE,"",1,"Mycteroperca_xenarcha","Mycteroperca","Serranidae","Perciformes/Serranoidei","unclear",1,"unknown",""
"2548","myctophum punctatum","Myctophum punctatum",FALSE,353827,FALSE,"",1,"Myctophum_punctatum","Myctophum","Myctophidae","Myctophiformes","nocturnal",3,"nocturnal",""
"2549","myleus pacu","Myleus pacu",FALSE,3625317,FALSE,"",1,"Myleus_pacu","Myleus","Serrasalmidae","Characiformes","diurnal",3,"diurnal",""
"2550","myleus rhomboidalis","Myleus rhomboidalis",FALSE,667373,FALSE,"",1,"Myleus_rhomboidalis",NA,NA,NA,"diurnal",3,"diurnal",""
"2551","myleus rubripinnis","Myloplus rubripinnis",FALSE,753357,TRUE,"",1,"Myloplus_rubripinnis","Myloplus","Serrasalmidae","Characiformes","diurnal",3,"diurnal",""
"2553","myliobatis aquila","Myliobatis aquila",FALSE,114274,FALSE,"",1,"Myliobatis_aquila","Myliobatis","Myliobatidae","Myliobatiformes","nocturnal",1,"nocturnal",""
"2554","myliobatis californica","Myliobatis californica",FALSE,47684,FALSE,"",1,"Myliobatis_californica","Myliobatis","Myliobatidae","Myliobatiformes","unclear",4,"unknown",""
"2555","myoxocephalus quadricornis","Myoxocephalus quadricornis",FALSE,443391,FALSE,"",1,"Myoxocephalus_quadricornis","Myoxocephalus","Cottidae","Perciformes/Cottoidei","nocturnal",5,"nocturnal",""
"2556","myoxocephalus scorpius","Myoxocephalus scorpius",FALSE,942655,FALSE,"",1,"Myoxocephalus_scorpius","Myoxocephalus","Cottidae","Perciformes/Cottoidei","nocturnal",5,"nocturnal","GCA 900312955.1"
"2557","myrichthys breviceps","Myrichthys breviceps",FALSE,757162,FALSE,"",1,"Myrichthys_breviceps","Myrichthys","Ophichthidae","Anguilliformes","nocturnal",2,"nocturnal",""
"2558","myrichthys ocellatus","Myrichthys ocellatus",FALSE,953012,FALSE,"",1,"Myrichthys_ocellatus","Myrichthys","Ophichthidae","Anguilliformes","nocturnal",2,"nocturnal",""
"2559","myrichthys pantostigmius","Myrichthys pantostigmius",FALSE,3643261,FALSE,"",1,"Myrichthys_pantostigmius","Myrichthys","Ophichthidae","Anguilliformes","nocturnal",1,"nocturnal",""
"2560","myrichthys pardalis","Myrichthys pardalis",FALSE,3643259,FALSE,"",1,"Myrichthys_pardalis","Myrichthys","Ophichthidae","Anguilliformes","diurnal",1,"diurnal",""
"2561","myrichthys tigrinus","Myrichthys tigrinus",FALSE,3643260,FALSE,"",1,"Myrichthys_tigrinus","Myrichthys","Ophichthidae","Anguilliformes","nocturnal",1,"nocturnal",""
"2562","myripristis adusta","Myripristis adusta",FALSE,385704,FALSE,"",1,"Myripristis_adusta","Myripristis","Holocentridae","Holocentriformes","nocturnal",2,"nocturnal",""
"2563","myripristis amaena","Myripristis amaena",FALSE,769571,FALSE,"",1,"Myripristis_amaena","Myripristis","Holocentridae","Holocentriformes","nocturnal",2,"nocturnal",""
"2564","myripristis berndti","Myripristis berndti",FALSE,375898,FALSE,"",1,"Myripristis_berndti","Myripristis","Holocentridae","Holocentriformes","nocturnal",3,"nocturnal",""
"2565","myripristis clarionensis","Myripristis clarionensis",FALSE,3642393,FALSE,"",1,"Myripristis_clarionensis","Myripristis","Holocentridae","Holocentriformes","nocturnal",1,"nocturnal",""
"2566","myripristis gildi","Myripristis gildi",FALSE,3642390,FALSE,"",1,"Myripristis_gildi","Myripristis","Holocentridae","Holocentriformes","nocturnal",1,"nocturnal",""
"2567","myripristis hexagona","Myripristis hexagona",FALSE,940255,FALSE,"",1,"Myripristis_hexagona","Myripristis","Holocentridae","Holocentriformes","nocturnal",3,"nocturnal",""
"2568","myripristis jacobus","Myripristis jacobus",FALSE,505430,FALSE,"",1,"Myripristis_jacobus","Myripristis","Holocentridae","Holocentriformes","nocturnal",3,"nocturnal","GCA 900302555.1"
"2569","myripristis kuntee","Myripristis kuntee",FALSE,486691,FALSE,"",1,"Myripristis_kuntee","Myripristis","Holocentridae","Holocentriformes","nocturnal",2,"nocturnal",""
"2570","myripristis leiognathus","Myripristis leiognathus",FALSE,647544,FALSE,"",1,"Myripristis_leiognathus","Myripristis","Holocentridae","Holocentriformes","nocturnal",1,"nocturnal",""
"2571","myripristis murdjan","Myripristis murdjan",FALSE,385708,FALSE,"",1,"Myripristis_murdjan","Myripristis","Holocentridae","Holocentriformes","nocturnal",2,"nocturnal","ENSEMBL, GCF 902150065.1"
"2573","myripristis pralinia","Myripristis pralinia",FALSE,347393,FALSE,"",1,"Myripristis_pralinia","Myripristis","Holocentridae","Holocentriformes","nocturnal",2,"nocturnal",""
"2574","myripristis vittata","Myripristis vittata",FALSE,642085,FALSE,"",1,"Myripristis_vittata","Myripristis","Holocentridae","Holocentriformes","nocturnal",1,"nocturnal",""
"2575","myripristis woodsi","Myripristis woodsi",FALSE,3642398,FALSE,"",1,"Myripristis_woodsi","Myripristis","Holocentridae","Holocentriformes","nocturnal",2,"nocturnal",""
"2576","myroconger nigrodentatus","Myroconger nigrodentatus",FALSE,3643633,FALSE,"",1,"Myroconger_nigrodentatus","Myroconger","Myrocongridae","Anguilliformes","unclear",1,"unknown",""
"2577","myrophis punctatus","Myrophis punctatus",FALSE,182985,FALSE,"",1,"Myrophis_punctatus","Myrophis","Ophichthidae","Anguilliformes","nocturnal",3,"nocturnal",""
"2578","mystus bleekeri","Mystus bleekeri",FALSE,484171,FALSE,"",1,"Mystus_bleekeri","Mystus","Bagridae","Siluriformes","crepuscular/nocturnal",3,"crepuscular",""
"2579","mystus gulio","Mystus gulio",FALSE,728947,FALSE,"",1,"Mystus_gulio","Mystus","Bagridae","Siluriformes","diurnal",1,"diurnal",""
"2580","mystus vittatus","Mystus vittatus",FALSE,536081,FALSE,"",1,"Mystus_vittatus","Mystus","Bagridae","Siluriformes","crepuscular/nocturnal",3,"crepuscular",""
"2581","myxocyprinus asiaticus","Myxocyprinus asiaticus",FALSE,141409,FALSE,"",1,"Myxocyprinus_asiaticus","Myxocyprinus","Catostomidae","Cypriniformes","diurnal",1,"diurnal","GCA 019703515.1"
"2582","myxodagnus opercularis","Myxodagnus opercularis",FALSE,206349,FALSE,"",1,"Myxodagnus_opercularis","Myxodagnus","Dactyloscopidae","Blenniiformes","nocturnal",4,"nocturnal",""
"2583","nandus nandus","Nandus nandus",FALSE,196682,FALSE,"",1,"Nandus_nandus","Nandus","Nandidae","Anabantiformes","nocturnal",1,"nocturnal",""
"2584","nandus nebulosus","Nandus nebulosus",FALSE,196683,FALSE,"",1,"Nandus_nebulosus","Nandus","Nandidae","Anabantiformes","nocturnal",2,"nocturnal",""
"2585","nannacara anomala","Nannacara anomala",FALSE,493810,FALSE,"",1,"Nannacara_anomala","Nannacara","Cichlidae","Cichliformes","diurnal",3,"diurnal",""
"2586","nannobrycon eques","Nannostomus eques",FALSE,748602,TRUE,"",1,"Nannostomus_eques","Nannostomus","Lebiasinidae","Characiformes","diurnal",1,"diurnal",""
"2587","nannostomus beckfordi","Nannostomus beckfordi",FALSE,486012,FALSE,"",1,"Nannostomus_beckfordi","Nannostomus","Lebiasinidae","Characiformes","diurnal",1,"diurnal",""
"2589","nannostomus trifasciatus","Nannostomus trifasciatus",FALSE,3624419,FALSE,"",1,"Nannostomus_trifasciatus","Nannostomus","Lebiasinidae","Characiformes","diurnal",2,"diurnal",""
"2590","narcine bancroftii","Narcine bancroftii",FALSE,3594656,FALSE,"",1,"Narcine_bancroftii","Narcine","Narcinidae","Torpediniformes","nocturnal",2,"nocturnal",""
"2591","naso annulatus","Naso annulatus",FALSE,1035651,FALSE,"",1,"Naso_annulatus","Naso","Acanthuridae","Acanthuriformes","diurnal",1,"diurnal",""
"2592","naso brevirostris","Naso brevirostris",FALSE,1035654,FALSE,"",1,"Naso_brevirostris","Naso","Acanthuridae","Acanthuriformes","diurnal",2,"diurnal",""
"2593","naso hexacanthus","Naso hexacanthus",FALSE,47522,FALSE,"",1,"Naso_hexacanthus","Naso","Acanthuridae","Acanthuriformes","diurnal",2,"diurnal",""
"2594","naso lituratus","Naso lituratus",FALSE,250289,FALSE,"",1,"Naso_lituratus","Naso","Acanthuridae","Acanthuriformes","diurnal",2,"diurnal",""
"2595","naso unicornis","Naso unicornis",FALSE,47509,FALSE,"",1,"Naso_unicornis","Naso","Acanthuridae","Acanthuriformes","diurnal",2,"diurnal",""
"2596","naso vlamingii","Naso vlamingii",FALSE,509401,FALSE,"",1,"Naso_vlamingii","Naso","Acanthuridae","Acanthuriformes","diurnal",2,"diurnal","PRJNA597275"
"2597","naucrates ductor","Naucrates ductor",FALSE,282860,FALSE,"",1,"Naucrates_ductor","Naucrates","Carangidae","Carangiformes","unclear",1,"unknown",""
"2598","nautichthys oculofasciatus","Nautichthys oculofasciatus",FALSE,786112,FALSE,"",1,"Nautichthys_oculofasciatus","Nautichthys","Agonidae","Perciformes/Cottoidei","nocturnal",1,"nocturnal",""
"2599","navodon modestus","Thamnaconus modestus",FALSE,793159,TRUE,"",1,"Thamnaconus_modestus","Thamnaconus","Monacanthidae","Tetraodontiformes","diurnal",3,"diurnal",""
"2600","nebrius ferrugineus","Nebrius ferrugineus",FALSE,833437,FALSE,"",1,"Nebrius_ferrugineus","Nebrius","Ginglymostomatidae","Orectolobiformes","nocturnal",1,"nocturnal",""
"2601","nectamia fusca","Nectamia fusca",FALSE,833782,FALSE,"",1,"Nectamia_fusca","Nectamia","Apogonidae","Kurtiformes","nocturnal",3,"nocturnal",""
"2602","neetroplus carpintis","Herichthys carpintis",FALSE,166011,TRUE,"",1,"Herichthys_carpintis","Herichthys","Cichlidae","Cichliformes","diurnal",1,"diurnal",""
"2603","negaprion brevirostris","Negaprion brevirostris",FALSE,450137,FALSE,"",1,"Negaprion_brevirostris","Negaprion","Carcharhinidae","Carcharhiniformes","nocturnal",4,"nocturnal",""
"2604","nemacheilus evezardi","Indoreonectes evezardi",FALSE,3628478,TRUE,"",1,"Indoreonectes_evezardi","Indoreonectes","Nemacheilidae","Cypriniformes","nocturnal",5,"nocturnal",""
"2605","nemacheilus masyae","Nemacheilus masyai",FALSE,974734,TRUE,"",1,"Nemacheilus_masyai",NA,NA,NA,"crepuscular/diurnal",3,"crepuscular",""
"2607","nemaclinus atelestos","Nemaclinus atelestos",FALSE,3639351,FALSE,"",1,"Nemaclinus_atelestos","Nemaclinus","Labrisomidae","Blenniiformes","diurnal",1,"diurnal",""
"2608","nemadactylus douglasi","Nemadactylus douglasii",FALSE,880047,TRUE,"",1,"Nemadactylus_douglasii","Nemadactylus","Latridae","Centrarchiformes","diurnal",1,"diurnal",""
"2609","nemadactylus macropterus","Nemadactylus macropterus",FALSE,880050,FALSE,"",1,"Nemadactylus_macropterus","Nemadactylus","Latridae","Centrarchiformes","unclear",1,"unknown","Genome"
"2610","nemanthias carberryi","Nemanthias carberryi",FALSE,985172,FALSE,"",1,"Nemanthias_carberryi","Nemanthias","Serranidae","Perciformes/Serranoidei","diurnal",2,"diurnal",""
"2611","nematabramis steindachneri","Nematabramis steindachnerii",FALSE,3626555,TRUE,"",1,"Nematabramis_steindachnerii","Nematabramis","Danionidae","Cypriniformes","diurnal",2,"diurnal",""
"2612","nematalosa come","Nematalosa come",FALSE,3628612,FALSE,"",1,"Nematalosa_come","Nematalosa","Clupeidae","Clupeiformes","nocturnal",2,"nocturnal",""
"2613","nematalosa erebi","Nematalosa erebi",FALSE,536346,FALSE,"",1,"Nematalosa_erebi","Nematalosa","Clupeidae","Clupeiformes","diurnal",2,"diurnal",""
"2614","nemateleotris magnifica","Nemateleotris magnifica",FALSE,193341,FALSE,"",1,"Nemateleotris_magnifica","Nemateleotris","Gobiidae","Gobiiformes","diurnal",2,"diurnal",""
"2615","nematistius pectoralis","Nematistius pectoralis",FALSE,776560,FALSE,"",1,"Nematistius_pectoralis","Nematistius","Nematistiidae","Carangiformes","diurnal",4,"diurnal",""
"2616","nematogobius brachynemus","Nematogobius brachynemus",FALSE,3638212,FALSE,"",1,"Nematogobius_brachynemus","Nematogobius","Gobiidae","Gobiiformes","diurnal",1,"diurnal",""
"2617","nematogobius maindroni","Nematogobius maindroni",FALSE,3638211,FALSE,"",1,"Nematogobius_maindroni","Nematogobius","Gobiidae","Gobiiformes","diurnal",1,"diurnal",""
"2620","neoglyphidodon melas","Neoglyphidodon melas",FALSE,778858,FALSE,"incertae_sedis_inherited",1,"Neoglyphidodon_melas","Neoglyphidodon","Pomacentridae","Ovalentaria/misc","diurnal",2,"diurnal",""
"2621","neoglyphidodon nigroris","Neoglyphidodon nigroris",FALSE,778861,FALSE,"incertae_sedis_inherited",1,"Neoglyphidodon_nigroris","Neoglyphidodon","Pomacentridae","Ovalentaria/misc","diurnal",2,"diurnal",""
"2622","neogobius fluviatilis","Neogobius fluviatilis",FALSE,496698,FALSE,"",1,"Neogobius_fluviatilis","Neogobius","Gobiidae","Gobiiformes","diurnal",3,"diurnal",""
"2624","neogobius kessleri","Ponticola kessleri",FALSE,496725,TRUE,"",1,"Ponticola_kessleri","Ponticola","Gobiidae","Gobiiformes","nocturnal",3,"nocturnal",""
"2625","neogobius melanostomus","Neogobius melanostomus",FALSE,475633,FALSE,"",1,"Neogobius_melanostomus","Neogobius","Gobiidae","Gobiiformes","nocturnal",3,"nocturnal","GCA 007210695.1"
"2626","neolamprologus brevis","Neolamprologus brevis",FALSE,747208,FALSE,"",1,"Neolamprologus_brevis","Neolamprologus","Cichlidae","Cichliformes","nocturnal",5,"nocturnal",""
"2627","neolamprologus brichardi","Neolamprologus brichardi",FALSE,279935,FALSE,"",1,"Neolamprologus_brichardi","Neolamprologus","Cichlidae","Cichliformes","crepuscular/diurnal",5,"crepuscular","ENSEMBL, GCF 000239395.1"
"2628","neolamprologus buescheri","Neolamprologus buescheri",FALSE,199276,FALSE,"",1,"Neolamprologus_buescheri","Neolamprologus","Cichlidae","Cichliformes","diurnal",5,"diurnal",""
"2629","neolamprologus caudopunctatus","Neolamprologus caudopunctatus",FALSE,747204,FALSE,"",1,"Neolamprologus_caudopunctatus","Neolamprologus","Cichlidae","Cichliformes","crepuscular/diurnal",5,"crepuscular",""
"2630","neolamprologus crassus","Neolamprologus crassus",FALSE,3635707,FALSE,"",1,"Neolamprologus_crassus","Neolamprologus","Cichlidae","Cichliformes","diurnal",5,"diurnal",""
"2632","neolamprologus cylindricus","Neolamprologus cylindricus",FALSE,747220,FALSE,"",1,"Neolamprologus_cylindricus","Neolamprologus","Cichlidae","Cichliformes","unclear",5,"unknown",""
"2633","neolamprologus falcicula","Neolamprologus falcicula",FALSE,295326,FALSE,"",1,"Neolamprologus_falcicula","Neolamprologus","Cichlidae","Cichliformes","crepuscular",5,"crepuscular",""
"2634","neolamprologus gracilis","Neolamprologus gracilis",FALSE,854694,FALSE,"",1,"Neolamprologus_gracilis","Neolamprologus","Cichlidae","Cichliformes","unclear",5,"unknown",""
"2635","neolamprologus helianthus","Neolamprologus helianthus",FALSE,854690,FALSE,"",1,"Neolamprologus_helianthus","Neolamprologus","Cichlidae","Cichliformes","crepuscular",5,"crepuscular",""
"2637","neolamprologus longicaudatus","Neolamprologus longicaudatus",FALSE,977161,FALSE,"",1,"Neolamprologus_longicaudatus","Neolamprologus","Cichlidae","Cichliformes","crepuscular/diurnal",5,"crepuscular",""
"2638","neolamprologus marunguensis","Neolamprologus marunguensis",FALSE,854692,FALSE,"",1,"Neolamprologus_marunguensis","Neolamprologus","Cichlidae","Cichliformes","crepuscular/diurnal",5,"crepuscular",""
"2639","neolamprologus multifasciatus","Neolamprologus multifasciatus",FALSE,546916,FALSE,"",1,"Neolamprologus_multifasciatus","Neolamprologus","Cichlidae","Cichliformes","nocturnal",5,"nocturnal",""
"2640","neolamprologus niger","Neolamprologus niger",FALSE,361759,FALSE,"",1,"Neolamprologus_niger","Neolamprologus","Cichlidae","Cichliformes","nocturnal",5,"nocturnal",""
"2641","neolamprologus olivaceous","Neolamprologus olivaceous",FALSE,280187,FALSE,"",1,"Neolamprologus_olivaceous","Neolamprologus","Cichlidae","Cichliformes","crepuscular",5,"crepuscular",""
"2642","neolamprologus pulcher","Neolamprologus pulcher",FALSE,280185,FALSE,"",1,"Neolamprologus_pulcher","Neolamprologus","Cichlidae","Cichliformes","crepuscular/diurnal",5,"crepuscular",""
"2643","neolamprologus savoryi","Neolamprologus savoryi",FALSE,280182,FALSE,"",1,"Neolamprologus_savoryi","Neolamprologus","Cichlidae","Cichliformes","crepuscular/diurnal",5,"crepuscular",""
"2644","neolamprologus toae","Neolamprologus toae",FALSE,747224,FALSE,"",1,"Neolamprologus_toae","Neolamprologus","Cichlidae","Cichliformes","nocturnal",5,"nocturnal",""
"2645","neolamprologus tretocephalus","Neolamprologus tretocephalus",FALSE,406453,FALSE,"",1,"Neolamprologus_tretocephalus","Neolamprologus","Cichlidae","Cichliformes","nocturnal",5,"nocturnal",""
"2646","neolamprologus ventralis","Neolamprologus ventralis",FALSE,819749,FALSE,"",1,"Neolamprologus_ventralis","Neolamprologus","Cichlidae","Cichliformes","diurnal",5,"diurnal",""
"2647","neolamprologus walteri","Neolamprologus walteri",FALSE,217012,FALSE,"",1,"Neolamprologus_walteri","Neolamprologus","Cichlidae","Cichliformes","crepuscular",5,"crepuscular",""
"2648","neolissochilus hexagonolepis","Neolissochilus hexagonolepis",FALSE,620228,FALSE,"",1,"Neolissochilus_hexagonolepis","Neolissochilus","Cyprinidae","Cypriniformes","crepuscular/nocturnal",4,"crepuscular",""
"2649","neomerinthe hemingwayi","Neomerinthe hemingwayi",FALSE,683896,FALSE,"",1,"Neomerinthe_hemingwayi","Neomerinthe","Scorpaenidae","Perciformes/Scorpaenoidei","nocturnal",2,"nocturnal",""
"2650","neoniphon argenteus","Neoniphon argenteus",FALSE,63619,FALSE,"",1,"Neoniphon_argenteus","Neoniphon","Holocentridae","Holocentriformes","nocturnal",3,"nocturnal",""
"2652","neoniphon opercularis","Neoniphon opercularis",FALSE,647548,FALSE,"",1,"Neoniphon_opercularis","Neoniphon","Holocentridae","Holocentriformes","nocturnal",2,"nocturnal",""
"2653","neoniphon sammara","Neoniphon sammara",FALSE,63608,FALSE,"",1,"Neoniphon_sammara","Neoniphon","Holocentridae","Holocentriformes","nocturnal",2,"nocturnal",""
"2654","neoodax balteatus","Neoodax balteatus",FALSE,724445,FALSE,"",1,"Neoodax_balteatus","Neoodax","Odacidae","Eupercaria/misc","diurnal",2,"diurnal",""
"2655","neosalanx reganius","Neosalanx reganius",FALSE,290927,FALSE,"",1,"Neosalanx_reganius","Neosalanx","Salangidae","Osmeriformes","nocturnal",2,"nocturnal",""
"2656","neosalanx taihuensis","Neosalanx taihuensis",FALSE,34717,FALSE,"",1,"Neosalanx_taihuensis","Neosalanx","Salangidae","Osmeriformes","crepuscular/diurnal",3,"crepuscular",""
"2657","neostethus lankesteri","Neostethus lankesteri",FALSE,3640971,FALSE,"",1,"Neostethus_lankesteri","Neostethus","Phallostethidae","Atheriniformes","diurnal",2,"diurnal",""
"2658","nerophis lumbriciformis","Nerophis lumbriciformis",FALSE,799255,FALSE,"",1,"Nerophis_lumbriciformis","Nerophis","Syngnathidae","Syngnathiformes","nocturnal",2,"nocturnal",""
"2659","nerophis maculatus","Nerophis maculatus",FALSE,3642206,FALSE,"",1,"Nerophis_maculatus","Nerophis","Syngnathidae","Syngnathiformes","diurnal",1,"diurnal",""
"2660","nerophis ophidion","Nerophis ophidion",FALSE,806821,FALSE,"",1,"Nerophis_ophidion","Nerophis","Syngnathidae","Syngnathiformes","nocturnal",3,"nocturnal",""
"2661","nes longus","Nes longus",FALSE,197586,FALSE,"",1,"Nes_longus","Nes","Gobiidae","Gobiiformes","diurnal",1,"diurnal",""
"2662","netuma thalassina","Netuma thalassina",FALSE,254152,FALSE,"",1,"Netuma_thalassina","Netuma","Ariidae","Siluriformes","crepuscular/diurnal",2,"crepuscular",""
"2663","nexilosus latifrons","Nexilosus latifrons",FALSE,1043094,FALSE,"incertae_sedis_inherited",1,"Nexilosus_latifrons","Nexilosus","Pomacentridae","Ovalentaria/misc","diurnal",1,"diurnal",""
"2664","nibea coibor","Nibea coibor",FALSE,858167,FALSE,"",1,"Nibea_coibor","Nibea","Sciaenidae","Eupercaria/misc","crepuscular",3,"crepuscular","Zuzanna"
"2666","nibea soldado","Nibea soldado",FALSE,473211,FALSE,"",1,"Nibea_soldado","Nibea","Sciaenidae","Eupercaria/misc","nocturnal",2,"nocturnal",""
"2667","nicholsina collettei","Nicholsina collettei",FALSE,3636840,FALSE,"",2,"Nicholsina_collettei","Nicholsina","Scaridae","Eupercaria/misc","diurnal",1,"diurnal",""
"2668","nicholsina denticulata","Nicholsina denticulata",FALSE,163670,FALSE,"",1,"Nicholsina_denticulata","Nicholsina","Scaridae","Eupercaria/misc","diurnal",1,"diurnal",""
"2669","nicholsina usta","Nicholsina usta",FALSE,321480,FALSE,"",1,"Nicholsina_usta","Nicholsina","Scaridae","Eupercaria/misc","unclear",2,"unknown",""
"2670","nocomis leptocephalus","Nocomis leptocephalus",FALSE,358409,FALSE,"",1,"Nocomis_leptocephalus","Nocomis","Leuciscidae","Cypriniformes","nocturnal",4,"nocturnal",""
"2671","nocomis micropogon","Nocomis micropogon",FALSE,644727,FALSE,"",1,"Nocomis_micropogon","Nocomis","Leuciscidae","Cypriniformes","unclear/nocturnal",4,"nocturnal",""
"2673","notemigonus crysoleucas","Notemigonus crysoleucas",FALSE,317376,FALSE,"",1,"Notemigonus_crysoleucas","Notemigonus","Leuciscidae","Cypriniformes","diurnal",5,"diurnal",""
"2674","nothobranchius furzeri","Nothobranchius furzeri",FALSE,513643,FALSE,"",1,"Nothobranchius_furzeri","Nothobranchius","Nothobranchiidae","Cyprinodontiformes","diurnal",5,"diurnal","ENSEMBL, GCF 001465895.1"
"2675","nothobranchius korthausae","Nothobranchius korthausae",FALSE,538968,FALSE,"",1,"Nothobranchius_korthausae","Nothobranchius","Nothobranchiidae","Cyprinodontiformes","diurnal",5,"diurnal",""
"2676","nothobranchius orthonotus","Nothobranchius orthonotus",FALSE,669485,FALSE,"",1,"Nothobranchius_orthonotus","Nothobranchius","Nothobranchiidae","Cyprinodontiformes","diurnal",1,"diurnal",""
"2677","nothobranchius pienaari","Nothobranchius pienaari",FALSE,660058,FALSE,"",1,"Nothobranchius_pienaari","Nothobranchius","Nothobranchiidae","Cyprinodontiformes","diurnal",1,"diurnal",""
"2678","notolabrus celidotus","Notolabrus celidotus",FALSE,706791,FALSE,"",1,"Notolabrus_celidotus","Notolabrus","Labridae","Eupercaria/misc","diurnal",1,"diurnal","Zuzanna"
"2679","notolabrus fucicola","Notolabrus fucicola",FALSE,149945,FALSE,"",1,"Notolabrus_fucicola","Notolabrus","Labridae","Eupercaria/misc","diurnal",1,"diurnal",""
"2680","notolabrus parilus","Notolabrus parilus",FALSE,992328,FALSE,"",1,"Notolabrus_parilus","Notolabrus","Labridae","Eupercaria/misc","crepuscular/diurnal",3,"crepuscular",""
"2681","notolabrus tetricus","Notolabrus tetricus",FALSE,992319,FALSE,"",1,"Notolabrus_tetricus","Notolabrus","Labridae","Eupercaria/misc","diurnal",3,"diurnal",""
"2682","notolychnus valdiviae","Notolychnus valdiviae",FALSE,815440,FALSE,"",1,"Notolychnus_valdiviae","Notolychnus","Myctophidae","Myctophiformes","nocturnal",3,"nocturnal",""
"2684","notopterus notopterus","Notopterus notopterus",FALSE,904617,FALSE,"",1,"Notopterus_notopterus","Notopterus","Notopteridae","Osteoglossiformes","crepuscular/nocturnal",3,"crepuscular",""
"2685","notorynchus cepedianus","Notorynchus cepedianus",FALSE,290409,FALSE,"",1,"Notorynchus_cepedianus","Notorynchus","Hexanchidae","Hexanchiformes","nocturnal",4,"nocturnal",""
"2686","notoscopelus elongatus","Notoscopelus elongatus",FALSE,3629471,FALSE,"sibling_higher",1,"Notoscopelus_elongatus","Notoscopelus","Myctophidae","Myctophiformes","diurnal",3,"diurnal",""
"2687","notoscopelus kroyeri","Notoscopelus elongatus kroyeri",FALSE,223877,TRUE,"infraspecific",1,"Notoscopelus_elongatus kroyeri",NA,NA,NA,"nocturnal",2,"nocturnal",""
"2688","notothenia angustata","Notothenia angustata",FALSE,781788,FALSE,"",1,"Notothenia_angustata","Notothenia","Nototheniidae","Perciformes/Notothenioidei","diurnal",1,"diurnal",""
