Species,State,Activity,NocGeiger,ActNOC,DiuGeiger,ActDIU,Lit,Family,Order,Class
Scolecomorphus_vittatus,NOC,1,1,1,1,1,Spawls et al 2006,Scolecomorphidae,Gymnophiona,Amphibia
Siphonops_annulatus,NOC,1,1,1,1,1,Schluter et al 2004,Siphonopidae,Gymnophiona,Amphibia
Amblysomus_hottentotus,DIU,2,2,0,2,0,Nowak 1999,Chrysochloridae,Afrosoricida,Mammalia
Chrysochloris_asiatica,NOC,1,1,1,1,1,Nowak 1999,Chrysochloridae,Afrosoricida,Mammalia
Echinops_telfairi,NOC,1,1,1,1,1,Nowak 1999,Tenrecidae,Afrosoricida,Mammalia
Orycteropus_afer,NOC,1,1,1,1,1,Grzimek 1990c,Orycteropodidae,Afrotheria,Mammalia
Antilocapra_americana,ARR,3,1,1,2,0,Grzimek 1990,Antilocapridae,Artiodactyla,Mammalia
Bos_taurus,DIU,2,2,0,2,0,Nowak 1999,Bovidae,Artiodactyla,Mammalia
Lama_glama,DIU,2,2,0,2,0,Nowak 1999,Camelidae,Artiodactyla,Mammalia
Cervus_nippon,NOC,1,1,1,1,1,Nowak 1999,Cervidae,Artiodactyla,Mammalia
Okapia_johnstoni,DIU,2,2,0,2,0,Grzimek 1990d,Giraffidae,Artiodactyla,Mammalia
Hippopotamus_amphibius,NOC,1,1,1,1,1,Estes 1991,Hippopotamidae,Artiodactyla,Mammalia
Sus_scrofa,DIU,2,2,0,2,0,Grzimek 1990d,Suidae,Artiodactyla,Mammalia
Pecari_tajacu,ARR,3,1,1,2,0,Wilson and Ruff 1999,Tayassuidae,Artiodactyla,Mammalia
Tragulus_napu,NOC,1,1,1,1,1,Grzimek 1990d,Tragulidae,Artiodactyla,Mammalia
Canis_lupus,ARR,3,1,1,2,0,Nowak 1999,Canidae,Carnivora,Mammalia
Fossa_fossana,NOC,1,1,1,1,1,Gerber et al 2012,Eupleridae,Carnivora,Mammalia
Felis_catus,NOC,1,1,1,1,1,Nowak 1999,Felidae,Carnivora,Mammalia
Suricata_suricatta,DIU,2,2,0,2,0,Nowak 1999,Herpestidae,Carnivora,Mammalia
Crocuta_crocuta,NOC,1,1,1,1,1,Estes 1991,Hyaenidae,Carnivora,Mammalia
Mephitis_mephitis,NOC,1,1,1,1,1,Wilson and Ruff 1999,Mephitidae,Carnivora,Mammalia
Meles_meles,NOC,1,1,1,1,1,Nowak 1999,Mustelidae,Carnivora,Mammalia
Nandinia_binotata,NOC,1,1,1,1,1,Perkin 2004,Nandiniidae,Carnivora,Mammalia
Odobenus_rosmarus,ARR,3,1,1,2,0,Nowak 1999,Odobenidae,Carnivora,Mammalia
Arctocephalus_forsteri,ARR,3,1,1,2,0,Nowak 1999,Otariidae,Carnivora,Mammalia
Phoca_vitulina,ARR,3,1,1,2,0,Nowak 1999,Phocidae,Carnivora,Mammalia
Procyon_lotor,NOC,1,1,1,1,1,Wilson and Ruff 1999,Procyonidae,Carnivora,Mammalia
Ailuropoda_melanoleuca,CRE,4,1,1,2,0,Nowak 1999,Ursidae,Carnivora,Mammalia
Genetta_genetta,NOC,1,1,1,1,1,Estes 1991,Viverridae,Carnivora,Mammalia
Megaptera_novaeangliae,ARR,3,1,1,2,0,Lyamin et al 2008,Balaenopteridae,Cetacea,Mammalia
Tursiops_truncatus,ARR,3,1,1,2,0,Nowak 1999,Delphinidae,Cetacea,Mammalia
Eschrichtius_robustus,ARR,3,1,1,2,0,Stelle 2008,Eschrichtiidae,Cetacea,Mammalia
Kogia_breviceps,ARR,3,1,1,2,0,Lyamin et al 2008,Kogiidae,Cetacea,Mammalia
Phocoena_phocoena,ARR,3,1,1,2,0,Lyamin et al 2008,Phocoenidae,Cetacea,Mammalia
Platanista_minor,ARR,3,1,1,2,0,Nowak 1999,Platanistidae,Cetacea,Mammalia
Craseonycteris_thonglongyai,CRE,4,1,1,2,0,Nowak 1999,Craseonycteridae,Chiroptera,Mammalia
Coleura_afra,NOC,1,1,1,1,1,Taylor 2000,Emballonuridae,Chiroptera,Mammalia
Emballonura_atrata,NOC,1,1,1,1,1,Grzimek 1990a,Emballonuridae,Chiroptera,Mammalia
Taphozous_mauritianus,NOC,1,1,1,1,1,Taylor 2000,Emballonuridae,Chiroptera,Mammalia
Furipterus_horrens,NOC,1,1,1,1,1,Nowak 1999,Furipteridae,Chiroptera,Mammalia
Cloeotis_percivali,NOC,1,1,1,1,1,Taylor 2000,Hipposideridae,Chiroptera,Mammalia
Hipposideros_commersoni,NOC,1,1,1,1,1,Vaughan 1977,Hipposideridae,Chiroptera,Mammalia
Megaderma_lyra,NOC,1,1,1,1,1,Nowak 1999,Megadermatidae,Chiroptera,Mammalia
Miniopterus_manavi,NOC,1,1,1,1,1,Fish 2012,Miniopteridae,Chiroptera,Mammalia
Chaerephon_pumilus,NOC,1,1,1,1,1,Taylor 2000,Molossidae,Chiroptera,Mammalia
Eumops_glaucinus,NOC,1,1,1,1,1,Harvey et al. 2011,Molossidae,Chiroptera,Mammalia
Mops_condylurus,NOC,1,1,1,1,1,Taylor 2000,Molossidae,Chiroptera,Mammalia
Sauromys_petrophilus,NOC,1,1,1,1,1,Taylor 2000,Molossidae,Chiroptera,Mammalia
Nyctinomops_femorosaccus,NOC,1,1,1,1,1,Harvey et al. 2011,Molossidae,Chiroptera,Mammalia
Otomops_martiensseni,NOC,1,1,1,1,1,Taylor 2000,Molossidae,Chiroptera,Mammalia
Tadarida_brasiliensis,NOC,1,1,1,1,1,Wilson and Ruff 1999,Molossidae,Chiroptera,Mammalia
Mormoops_megalophylla,NOC,1,1,1,1,1,Harvey et al. 2011,Mormoopidae,Chiroptera,Mammalia
Pteronotus_parnellii,NOC,1,1,1,1,1,Nowak 1999,Mormoopidae,Chiroptera,Mammalia
Mystacina_tuberculata,NOC,1,1,1,1,1,Nowak 1999,Mystacinidae,Chiroptera,Mammalia
Nycteris_thebaica,NOC,1,1,1,1,1,Aldridge et al1990,Nycteridae,Chiroptera,Mammalia
Artibeus_jamaicensis,NOC,1,1,1,1,1,Harvey et al. 2011,Phyllostomidae,Chiroptera,Mammalia
Choeronycteris_mexicana,NOC,1,1,1,1,1,Harvey et al. 2011,Phyllostomidae,Chiroptera,Mammalia
Leptonycteris_yerbabuenae,NOC,1,1,1,1,1,Harvey et al. 2011,Phyllostomidae,Chiroptera,Mammalia
Macrotus_californicus,NOC,1,1,1,1,1,Harvey et al. 2011,Phyllostomidae,Chiroptera,Mammalia
Eidolon_helvum,NOC,1,1,1,1,1,Taylor 2000,Pteropodidae,Chiroptera,Mammalia
Epomops_dobsonii,NOC,1,1,1,1,1,Taylor 2000,Pteropodidae,Chiroptera,Mammalia
Epomophorus_gambianus,NOC,1,1,1,1,1,Taylor 2000,Pteropodidae,Chiroptera,Mammalia
Lissonycteris_angolensis,NOC,1,1,1,1,1,Taylor 2000,Pteropodidae,Chiroptera,Mammalia
Pteropus_giganteus,NOC,1,1,1,1,1,Nowak 1999,Pteropodidae,Chiroptera,Mammalia
Rousettus_aegyptiacus,NOC,1,1,1,1,1,Taylor 2000,Pteropodidae,Chiroptera,Mammalia
Rhinolophus_creaghi,NOC,1,1,1,1,1,Nowak 1999,Rhinolophidae,Chiroptera,Mammalia
Rhinopoma_hardwickii,NOC,1,1,1,1,1,Grzimek 1990a,Rhinopomatidae,Chiroptera,Mammalia
Thyroptera_tricolor,NOC,1,1,1,1,1,Nowak 1999,Thyropteridae,Chiroptera,Mammalia
Antrozous_pallidus,NOC,1,1,1,1,1,Harvey et al. 2011,Vespertilionidae,Chiroptera,Mammalia
Glauconycteris_variegata,NOC,1,1,1,1,1,Taylor 2000,Vespertilionidae,Chiroptera,Mammalia
Corynorhinus_rafinesquii,NOC,1,1,1,1,1,Harvey et al. 2011,Vespertilionidae,Chiroptera,Mammalia
Eptesicus_fuscus,NOC,1,1,1,1,1,Harvey et al. 2011,Vespertilionidae,Chiroptera,Mammalia
Euderma_maculatum,NOC,1,1,1,1,1,Harvey et al. 2011,Vespertilionidae,Chiroptera,Mammalia
Idionycteris_phyllotis,NOC,1,1,1,1,1,Harvey et al. 2011,Vespertilionidae,Chiroptera,Mammalia
Lasiurus_borealis,NOC,1,1,1,1,1,Harvey et al. 2011,Vespertilionidae,Chiroptera,Mammalia
Miniopterus_fraterculus,NOC,1,1,1,1,1,Taylor 2000,Vespertilionidae,Chiroptera,Mammalia
Myotis_lucifugus,NOC,1,1,1,1,1,Wilson and Ruff 1999,Vespertilionidae,Chiroptera,Mammalia
Pipistrellus_hesperus,NOC,1,1,1,1,1,Harvey et al. 2011,Vespertilionidae,Chiroptera,Mammalia
Pipistrellus_subflavus,NOC,1,1,1,1,1,Harvey et al. 2011,Vespertilionidae,Chiroptera,Mammalia
Pipistrellus_kuhlii,NOC,1,1,1,1,1,Taylor 2000,Vespertilionidae,Chiroptera,Mammalia
Dasypus_novemcinctus,NOC,1,1,1,1,1,Wilson and Ruff 1999,Dasypodidae,Cingulata,Mammalia
Cynocephalus_volans,NOC,1,1,1,1,1,Nowak 1999,Cynocephalidae,Dermoptera,Mammalia
Galeopterus_variegates,NOC,1,1,1,1,1,Nowak 1999,Cynocephalidae,Dermoptera,Mammalia
Erinaceus_europaeus,CRE,4,1,1,2,0,Grzimek 1990a,Erinaceidae,Erinaceomorpha,Mammalia
Heterohyrax_brucei,DIU,2,2,0,2,0,Grzimek 1990c,Procaviidae,Hyracoidea,Mammalia
Procavia_capensis,DIU,2,2,0,2,0,Grzimek 1990c,Procaviidae,Hyracoidea,Mammalia
Ochotona_princeps,DIU,2,2,0,2,0,Grzimek 1990c,Ochotonidae,Lagomorpha,Mammalia
Elephantulus_rufescens,DIU,2,2,0,2,0,Nowak 1999,Macroscelididae,Macroscelidea,Mammalia
Cercartetus_nanus,NOC,1,1,1,1,1,Strahan 1995,Burramyidae,Marsupialia,Mammalia
Caenolestes_fuliginosus,NOC,1,1,1,1,1,Grzimek 1990,Caenolestidae,Marsupialia,Mammalia
Rhyncholestes_raphanurus,NOC,1,1,1,1,1,Grzimek 1990a,Caenolestidae,Marsupialia,Mammalia
Caluromys_philander,NOC,1,1,1,1,1,Nowak 1999,Caluromyidae,Marsupialia,Mammalia
Dasyurus_albopunctatus,NOC,1,1,1,1,1,Nowak 1999,Dasyuridae,Marsupialia,Mammalia
Didelphis_virginiana,NOC,1,1,1,1,1,Wilson and Ruff 1999,Didelphidae,Marsupialia,Mammalia
Glironia_venusta,NOC,1,1,1,1,1,Calzada et al 2008,Didelphidae,Marsupialia,Mammalia
Monodelphis_domestica,NOC,1,1,1,1,1,Grzimek 1990a,Didelphidae,Marsupialia,Mammalia
Hypsiprymnodon_moschatus,DIU,2,2,0,2,0,Dennis 2003,Hypsiprymnodontidae,Marsupialia,Mammalia
Macropus_eugenii,NOC,1,1,1,1,1,Strahan 1995,Macropodidae,Marsupialia,Mammalia
Dromiciops_gliroides,NOC,1,1,1,1,1,Nowak 1999,Microbiotheriidae,Marsupialia,Mammalia
Myrmecobius_fasciatus,DIU,2,2,0,2,0,Strahan 1995,Myrmecobiidae,Marsupialia,Mammalia
Notoryctes_typhlops,ARR,3,1,1,2,0,Nowak 1999,Notoryctidae,Marsupialia,Mammalia
Echymipera_kalubu,NOC,1,1,1,1,1,Grzimek 1990,Peramelidae,Marsupialia,Mammalia
Isoodon_macrourus,NOC,1,1,1,1,1,Strahan 1995,Peramelidae,Marsupialia,Mammalia
Petaurus_breviceps,NOC,1,1,1,1,1,Grzimek 1990a,Petauridae,Marsupialia,Mammalia
Acrobates_pygmaeus,NOC,1,1,1,1,1,Strahan 1995,Phalangerida,Marsupialia,Mammalia
Trichosurus_vulpecula,NOC,1,1,1,1,1,Grzimek 1990a,Phalangeridae,Marsupialia,Mammalia
Phascolarctos_cinereus,NOC,1,1,1,1,1,Grzimek 1990a,Phascolarctidae,Marsupialia,Mammalia
Aepyprymnus_rufescens,NOC,1,1,1,1,1,Grzimek 1990a,Potoroidae,Marsupialia,Mammalia
Pseudochirops_cupreus,NOC,1,1,1,1,1,Nowak 1999,Pseudocheiridae,Marsupialia,Mammalia
Tarsipes_rostratus,NOC,1,1,1,1,1,Nowak 1999,Tarsipedidae,Marsupialia,Mammalia
Vombatus_ursinus,NOC,1,1,1,1,1,Grzimek 1990a,Vombatidae,Marsupialia,Mammalia
Ornithorhynchus_anatinus,CRE,4,1,1,2,0,Grzimek 1990a,Ornithorhynchidae,Monotremata,Mammalia
Tachyglossus_aculeatus,NOC,1,1,1,1,1,Grzimek 1990a,Tachyglossidae,Monotremata,Mammalia
Equus_caballus,ARR,3,1,1,2,0,Nowak 1999,Equidae,Perissodactyla,Mammalia
Ceratotherium_simum,ARR,3,1,1,2,0,Estes 1991,Rhinocerotidae,Perissodactyla,Mammalia
Tapirus_indicus,NOC,1,1,1,1,1,Grzimek 1990c,Tapiridae,Perissodactyla,Mammalia
Manis_pentadactyla,NOC,1,1,1,1,1,Grzimek 1990b,Manidae,Pholidota,Mammalia
Manis_tricuspis,NOC,1,1,1,1,1,Grzimek 1990b,Manidae,Pholidota,Mammalia
Bradypus_tridactylus,ARR,3,1,1,2,0,Grzimek 1990,Bradypodidae,Pilosa,Mammalia
Cyclopes_didactylus,NOC,1,1,1,1,1,Grzimek 1990,Cyclopedidae,Pilosa,Mammalia
Choloepus_hoffmanni,NOC,1,1,1,1,1,Grzimek 1990,Megalonychidae,Pilosa,Mammalia
Myrmecophaga_tridactyla,DIU,2,2,0,2,0,Grzimek 1990b,Myrmecophagidae,Pilosa,Mammalia
Ateles_fusciceps,DIU,2,2,0,2,0,Torstensson 2009,Atelidae,Primates,Mammalia
Callithrix_jacchus,DIU,2,2,0,2,0,Grzimek 1990,Callitrichidae,Primates,Mammalia
Cebus_albifrons,DIU,2,2,0,2,0,Grzimek 1990,Cebidae,Primates,Mammalia
Macaca_mulatta,DIU,2,2,0,2,0,Nowak 1999,Cercopithecidae,Primates,Mammalia
Microcebus_murinus,NOC,1,1,1,1,1,Grzimek 1990b,Cheirogaleidae,Primates,Mammalia
Daubentonia_madagascariensis,NOC,1,1,1,1,1,Grzimek 1990,Daubentoniidae,Primates,Mammalia
Homo_sapiens,DIU,2,2,0,2,0,Rantala 2007,Hominidae,Primates,Mammalia
Nomascus_leucogenys,DIU,2,2,0,2,0,Nowak 1999 ,Hylobatidae,Primates,Mammalia
Propithecus_verreauxi,DIU,2,2,0,2,0,Grzimek 1990b,Indriidae,Primates,Mammalia
Lemur_catta,DIU,2,2,0,2,0,Grzimek 1990b,Lemuridae,Primates,Mammalia
Nycticebus_coucang,NOC,1,1,1,1,1,Grzimek 1990b,Lorisidae,Primates,Mammalia
Tarsius_bancanus,NOC,1,1,1,1,1,Grzimek 1990b,Tarsiidae,Primates,Mammalia
Elephas_maximus,DIU,2,2,0,2,0,Grzimek 1990,Elephantidae,Proboscidea,Mammalia
Loxodonta_africana,ARR,3,1,1,2,0,Estes 1991,Elephantidae,Proboscidea,Mammalia
Abrocoma_bennettii,NOC,1,1,1,1,1,Nowak 1999,Abrocomidae,Rodentia,Mammalia
Cuniculus_paca,NOC,1,1,1,1,1,Roll et al. 2006,Agoutidae,Rodentia,Mammalia
Anomalurus_beecrofti,NOC,1,1,1,1,1,Nowak 1999,Anomaluridae,Rodentia,Mammalia
Aplodontia_rufa,NOC,1,1,1,1,1,Wilson and Ruff 1999,Aplodontiidae,Rodentia,Mammalia
Cryptomys_hottentotus,DIU,2,2,0,2,0,Roll et al. 2006,Bathyergidae,Rodentia,Mammalia
Heliophobius_argenteocinereus,ARR,3,1,1,2,0,Roll et al. 2006,Bathyergidae,Rodentia,Mammalia
Heterocephalus_glaber,CRE,4,1,1,2,0,Nowak 1999,Bathyergidae,Rodentia,Mammalia
Capromys_pilorides,DIU,2,2,0,2,0,Nowak 1999,Capromyidae,Rodentia,Mammalia
Geocapromys_brownii,NOC,1,1,1,1,1,Roll et al. 2006,Capromyidae,Rodentia,Mammalia
Castor_canadensis,NOC,1,1,1,1,1,Wilson and Ruff 1999,Castoridae,Rodentia,Mammalia
Cavia_porcellus,CRE,4,1,1,2,0,Nowak 1999,Caviidae,Rodentia,Mammalia
Dolichotis_patagonum,DIU,2,2,0,2,0,Roll et al. 2006,Caviidae,Rodentia,Mammalia
Galea_musteloides,DIU,2,2,0,2,0,Roll et al. 2006,Caviidae,Rodentia,Mammalia
Hydrochoerus_hydrochaeris,CRE,4,1,1,2,0,Nowak 1999,Caviidae,Rodentia,Mammalia
Microcavia_australis,DIU,2,2,0,2,0,Roll et al. 2006,Caviidae,Rodentia,Mammalia
Chinchilla_lanigera,NOC,1,1,1,1,1,Nowak 1999,Chinchillidae,Rodentia,Mammalia
Lagidium_peruanum,DIU,2,2,0,2,0,Roll et al. 2006,Chinchillidae,Rodentia,Mammalia
Lagostomus_maximus,NOC,1,1,1,1,1,Roll et al. 2006,Chinchillidae,Rodentia,Mammalia
Ctenodactylus_gundi,DIU,2,2,0,2,0,Nowak 1999,Ctenodactylidae,Rodentia,Mammalia
Felovia_vae,DIU,2,2,0,2,0,Roll et al. 2006,Ctenodactylidae,Rodentia,Mammalia
Massoutiera_mzabi,DIU,2,2,0,2,0,Roll et al. 2006,Ctenodactylidae,Rodentia,Mammalia
Pectinator_spekei,DIU,2,2,0,2,0,Roll et al. 2006,Ctenodactylidae,Rodentia,Mammalia
Ctenomys_boliviensis,DIU,2,2,0,2,0,Nowak 1999,Ctenomyidae,Rodentia,Mammalia
Dasyprocta_punctata,DIU,2,2,0,2,0,Nowak 1999,Dasyproctidae,Rodentia,Mammalia
Myoprocta_acouchy,DIU,2,2,0,2,0,Roll et al. 2006,Dasyproctidae,Rodentia,Mammalia
Dinomys_branickii,NOC,1,1,1,1,1,Nowak 1999,Dinomyidae,Rodentia,Mammalia
Cardiocranius_paradoxus,NOC,1,1,1,1,1,Roll et al. 2006,Dipodidae,Rodentia,Mammalia
Dipus_sagitta,NOC,1,1,1,1,1,Roll et al. 2006,Dipodidae,Rodentia,Mammalia
Jaculus_jaculus,NOC,1,1,1,1,1,Nowak 1999,Dipodidae,Rodentia,Mammalia
Napaeozapus_insignis,NOC,1,1,1,1,1,Roll et al. 2006,Dipodidae,Rodentia,Mammalia
Paradipus_ctenodactylus,NOC,1,1,1,1,1,Roll et al. 2006,Dipodidae,Rodentia,Mammalia
Pygeretmus_pumilio,NOC,1,1,1,1,1,Roll et al. 2006,Dipodidae,Rodentia,Mammalia
Salpingotulus_michaelis,NOC,1,1,1,1,1,Roll et al. 2006,Dipodidae,Rodentia,Mammalia
Sicista_betulina,NOC,1,1,1,1,1,Roll et al. 2006,Dipodidae,Rodentia,Mammalia
Zapus_hudsonius,NOC,1,1,1,1,1,Roll et al. 2006,Dipodidae,Rodentia,Mammalia
Carterodon_sulcidens,NOC,1,1,1,1,1,Roll et al. 2006,Echimyidae,Rodentia,Mammalia
Chaetomys_subspinosus,NOC,1,1,1,1,1,Roll et al. 2006,Echimyidae,Rodentia,Mammalia
Dactylomys_dactylinus,NOC,1,1,1,1,1,Roll et al. 2006,Echimyidae,Rodentia,Mammalia
Diplomys_caniceps,NOC,1,1,1,1,1,Roll et al. 2006,Echimyidae,Rodentia,Mammalia
Echimys_chrysurus,NOC,1,1,1,1,1,Roll et al. 2006,Echimyidae,Rodentia,Mammalia
Euryzygomatomys_spinosus,NOC,1,1,1,1,1,Roll et al. 2006,Echimyidae,Rodentia,Mammalia
Hoplomys_gymnurus,NOC,1,1,1,1,1,Nowak 1999,Echimyidae,Rodentia,Mammalia
Isothrix_bistriata,NOC,1,1,1,1,1,Roll et al. 2006,Echimyidae,Rodentia,Mammalia
Kannabateomys_amblyonyx,NOC,1,1,1,1,1,Roll et al. 2006,Echimyidae,Rodentia,Mammalia
Lonchothrix_emiliae,NOC,1,1,1,1,1,Roll et al. 2006,Echimyidae,Rodentia,Mammalia
Makalata_occasius,NOC,1,1,1,1,1,Roll et al. 2006,Echimyidae,Rodentia,Mammalia
Mesomys_hispidus,NOC,1,1,1,1,1,Roll et al. 2006,Echimyidae,Rodentia,Mammalia
Olallamys_edax,NOC,1,1,1,1,1,Roll et al. 2006,Echimyidae,Rodentia,Mammalia
Proechimys_hoplomyoides,NOC,1,1,1,1,1,Roll et al. 2006,Echimyidae,Rodentia,Mammalia
Coendou_bicolor,NOC,1,1,1,1,1,Roll et al. 2006,Erethizontidae,Rodentia,Mammalia
Erethizon_dorsatum,NOC,1,1,1,1,1,Nowak 1999,Erethizontidae,Rodentia,Mammalia
Cratogeomys_neglectus,ARR,3,1,1,2,0,Roll et al. 2006,Geomyidae,Rodentia,Mammalia
Geomys_arenarius,ARR,3,1,1,2,0,Roll et al. 2006,Geomyidae,Rodentia,Mammalia
Orthogeomys_cavator,ARR,3,1,1,2,0,Roll et al. 2006,Geomyidae,Rodentia,Mammalia
Thomomys_bottae,ARR,3,1,1,2,0,Roll et al. 2006,Geomyidae,Rodentia,Mammalia
Chaetodipus_baileyi,NOC,1,1,1,1,1,Roll et al. 2006,Heteromyidae,Rodentia,Mammalia
Dipodomys_heermanni,NOC,1,1,1,1,1,Wilson and Ruff 1999,Heteromyidae,Rodentia,Mammalia
Heteromys_anomalus,NOC,1,1,1,1,1,Roll et al. 2006,Heteromyidae,Rodentia,Mammalia
Liomys_adspersus,NOC,1,1,1,1,1,Roll et al. 2006,Heteromyidae,Rodentia,Mammalia
Microdipodops_megacephalus,NOC,1,1,1,1,1,Roll et al. 2006,Heteromyidae,Rodentia,Mammalia
Perognathus_amplus,NOC,1,1,1,1,1,Roll et al. 2006,Heteromyidae,Rodentia,Mammalia
Atherurus_africanus,NOC,1,1,1,1,1,Roll et al. 2006,Hystricidae,Rodentia,Mammalia
Hystrix_africaeaustralis,NOC,1,1,1,1,1,Nowak 1999,Hystricidae,Rodentia,Mammalia
Trichys_fasciculata,NOC,1,1,1,1,1,Roll et al. 2006,Hystricidae,Rodentia,Mammalia
Alticola_argentatus,ARR,3,1,1,2,0,Roll et al. 2006,Muridae,Rodentia,Mammalia
Arborimus_longicaudus,NOC,1,1,1,1,1,Roll et al. 2006,Muridae,Rodentia,Mammalia
Arvicola_sapidus,ARR,3,1,1,2,0,Roll et al. 2006,Muridae,Rodentia,Mammalia
Beamys_hindei,NOC,1,1,1,1,1,Roll et al. 2006,Muridae,Rodentia,Mammalia
Cricetomys_emini,NOC,1,1,1,1,1,Roll et al. 2006,Muridae,Rodentia,Mammalia
Cricetulus_migratorius,NOC,1,1,1,1,1,Roll et al. 2006,Muridae,Rodentia,Mammalia
Dendromus_melanotis,NOC,1,1,1,1,1,Roll et al. 2006,Muridae,Rodentia,Mammalia
Desmodilliscus_braueri,NOC,1,1,1,1,1,Roll et al. 2006,Muridae,Rodentia,Mammalia
Dicrostonyx_groenlandicus,DIU,2,2,0,2,0,Roll et al. 2006,Muridae,Rodentia,Mammalia
Gerbillurus_paeba,NOC,1,1,1,1,1,Roll et al. 2006,Muridae,Rodentia,Mammalia
Lagurus_lagurus,NOC,1,1,1,1,1,Roll et al. 2006,Muridae,Rodentia,Mammalia
Lemmus_lemmus,ARR,3,1,1,2,0,Roll et al. 2006,Muridae,Rodentia,Mammalia
Malacothrix_typica,NOC,1,1,1,1,1,Roll et al. 2006,Muridae,Rodentia,Mammalia
Megadendromus_nikolausi,NOC,1,1,1,1,1,Roll et al. 2006,Muridae,Rodentia,Mammalia
Mesocricetus_auratus,NOC,1,1,1,1,1,Roll et al. 2006,Muridae,Rodentia,Mammalia
Microtus_abbreviatus,DIU,2,2,0,2,0,Roll et al. 2006,Muridae,Rodentia,Mammalia
Mus_musculus,NOC,1,1,1,1,1,Nowak 1999,Muridae,Rodentia,Mammalia
Myopus_schisticolor,NOC,1,1,1,1,1,Roll et al. 2006,Muridae,Rodentia,Mammalia
Neofiber_alleni,NOC,1,1,1,1,1,Roll et al. 2006,Muridae,Rodentia,Mammalia
Ondatra_zibethicus,ARR,3,1,1,2,0,Roll et al. 2006,Muridae,Rodentia,Mammalia
Phenacomys_intermedius,NOC,1,1,1,1,1,Roll et al. 2006,Muridae,Rodentia,Mammalia
Phodopus_campbelli,NOC,1,1,1,1,1,Roll et al. 2006,Muridae,Rodentia,Mammalia
Saccostomus_campestris,NOC,1,1,1,1,1,Roll et al. 2006,Muridae,Rodentia,Mammalia
Steatomys_krebsii,NOC,1,1,1,1,1,Roll et al. 2006,Muridae,Rodentia,Mammalia
Synaptomys_cooperi,NOC,1,1,1,1,1,Roll et al. 2006,Muridae,Rodentia,Mammalia
Myocastor_coypus,NOC,1,1,1,1,1,Nowak 1999,Myocastoridae,Rodentia,Mammalia
Octodontomys_gliroides,NOC,1,1,1,1,1,Nowak 1999,Octodontidae,Rodentia,Mammalia
Pedetes_capensis,NOC,1,1,1,1,1,Nowak 1999,Pedetidae,Rodentia,Mammalia
Petromus_typicus,DIU,2,2,0,2,0,Nowak 1999,Petromuridae,Rodentia,Mammalia
Spermophilus_tridecemlineatus,DIU,2,2,0,2,0,Wilson and Ruff 1999,Sciuridae,Rodentia,Mammalia
Tamias_striatus,DIU,2,2,0,2,0,Wilson and Ruff 1999,Sciuridae,Rodentia,Mammalia
Thryonomys_swinderianus,NOC,1,1,1,1,1,Nowak 1999,Thryonomyidae,Rodentia,Mammalia
Ptilocercus_lowii,NOC,1,1,1,1,1,Grzimek 1990b,Ptilocercidae,Scandentia,Mammalia
Tupaia_minor,DIU,2,2,0,2,0,Nowak 1999,Tupaiidae,Scandentia,Mammalia
Dugong_dugon,NOC,1,1,1,1,1,Grzimek 1990,Dugongidae,Sirenia,Mammalia
Trichechus_manatus,ARR,3,1,1,2,0,Wilson and Ruff 1999,Trichechidae,Sirenia,Mammalia
Solenodon_paradoxus,NOC,1,1,1,1,1,Grzimek 1990a,Solenodontidae,Soricomorpha,Mammalia
Sorex_araneus,DIU,2,2,0,2,0,Nowak 1999,Soricidae,Soricomorpha,Mammalia
Acanthosaura_capra,DIU,2,2,0,2,0,Wood et al 2010,Agamidae,Acrodonta,Lepidosauria
Acanthosaura_lepidogaster,DIU,2,2,0,2,0,Wood et al 2010,Agamidae,Acrodonta,Lepidosauria
Agama_agama,DIU,2,2,0,2,0,James and Porter 1979,Agamidae,Acrodonta,Lepidosauria
Agama_atra,DIU,2,2,0,2,0,Mouton and Herselman 1994,Agamidae,Acrodonta,Lepidosauria
Amphibolurus_muricatus,DIU,2,2,0,2,0,Griffiths 1997,Agamidae,Acrodonta,Lepidosauria
Amphibolurus_nobbi,DIU,2,2,0,2,0,Sievert 1989,Agamidae,Acrodonta,Lepidosauria
Caimanops_amphiboluroides,DIU,2,2,0,2,0,Cogger 1992,Agamidae,Acrodonta,Lepidosauria
Calotes_emma,DIU,2,2,0,2,0,Schaedla 2004,Agamidae,Acrodonta,Lepidosauria
Calotes_liolepis,DIU,2,2,0,2,0,Karunarathna and Amarasinghe 2010,Agamidae,Acrodonta,Lepidosauria
Calotes_mystaceus,DIU,2,2,0,2,0,Zug et al 2006,Agamidae,Acrodonta,Lepidosauria
Calotes_nigrilabris,DIU,2,2,0,2,0,Schaedla 2004,Agamidae,Acrodonta,Lepidosauria
Calotes_versicolor,DIU,2,2,0,2,0,Zug et al 2006,Agamidae,Acrodonta,Lepidosauria
Chelosania_brunnea,DIU,2,2,0,2,0,James and Shine 1985,Agamidae,Acrodonta,Lepidosauria
Chlamydosaurus_kingii,DIU,2,2,0,2,0,Cogger 1992,Agamidae,Acrodonta,Lepidosauria
Ctenophorus_isolepis,DIU,2,2,0,2,0,Losos 1988,Agamidae,Acrodonta,Lepidosauria
Diporiphora_winneckei,DIU,2,2,0,2,0,Melville and Schulte 2001,Agamidae,Acrodonta,Lepidosauria
