Species,State,Activity,NocGeiger,ActNOC,DiuGeiger,ActDIU,Lit,Family,Order,Class
Ortalis_vetula,DIU,2,2,0,2,0,La 2012,Cracidae,Galliformes,Aves
Alectura_lathami,DIU,2,2,0,2,0,del Hoyo et al 1994,Megapodiidae,Galliformes,Aves
Leipoa_ocellata,DIU,2,2,0,2,0,Gilliard 1958,Megapodiidae,Galliformes,Aves
Acryllium_vulturinum,DIU,2,2,0,2,0,Urban et al 1986,Numididae,Galliformes,Aves
Guttera_plumifera,DIU,2,2,0,2,0,Urban et al 1986,Numididae,Galliformes,Aves
Colinus_virginianus,DIU,2,2,0,2,0,Roth et al 2006,Odontophoridae,Galliformes,Aves
Opisthocomus_hoazin,CRE,4,1,1,2,0,del Hoyo et al 1996,Opisthocomidae,Galliformes,Aves
Afropavo_congensis,DIU,2,2,0,2,0,Gilliard 1958,Phasianidae,Galliformes,Aves
Alectoris_barbara,CRE,4,1,1,2,0,Urban et al 1986,Phasianidae,Galliformes,Aves
Bonasa_umbellus,DIU,2,2,0,2,0,La 2012,Phasianidae,Galliformes,Aves
Centrocercus_urophasianus,DIU,2,2,0,2,0,La 2012,Phasianidae,Galliformes,Aves
Coturnix_japonica,DIU,2,2,0,2,0,Deregnaucourt et al 2012,Phasianidae,Galliformes,Aves
Gallus_gallus,DIU,2,2,0,2,0,Roth et al 2006,Phasianidae,Galliformes,Aves
Lagopus_lagopus,DIU,2,2,0,2,0,Gavrilov 2014,Phasianidae,Galliformes,Aves
Meleagris_gallopavo,DIU,2,2,0,2,0,Roth et al 2006,Phasianidae,Galliformes,Aves
Perdix_perdix,DIU,2,2,0,2,0,Gavrilov 2014,Phasianidae,Galliformes,Aves
Phasianus_colchicus,DIU,2,2,0,2,0,La 2012,Phasianidae,Galliformes,Aves
Tetrao_urogallus,DIU,2,2,0,2,0,Gavrilov 2014,Phasianidae,Galliformes,Aves
Gavia_immer,DIU,2,2,0,2,0,Cramp and Simmons 1977,Gaviidae,Gaviiformes,Aves
Aramus_guarauna,ARR,3,1,1,2,0,del Hoyo et al 1996,Aramidae,Gruiformes,Aves
Cariama_cristata,DIU,2,2,0,2,0,del Hoyo et al 1996,Cariamidae,Gruiformes,Aves
Balearica_regulorum,DIU,2,2,0,2,0,Urban et al 1986,Gruidae,Gruiformes,Aves
Grus_canadensis,DIU,2,2,0,2,0,del Hoyo et al 1996,Gruidae,Gruiformes,Aves
Mesitornis_unicolor,DIU,2,2,0,2,0,del Hoyo et al 1996,Mesitornithidae,Gruiformes,Aves
Monias_benschi,DIU,2,2,0,2,0,del Hoyo et al 1996,Mesitornithidae,Gruiformes,Aves
Psophia_leucoptera,DIU,2,2,0,2,0,Seddon et al 2002,Psophiidae,Gruiformes,Aves
Fulica_atra,DIU,2,2,0,2,0,Gavrilov 2014,Rallidae,Gruiformes,Aves
Rallus_elegans,DIU,2,2,0,2,0,La 2012,Rallidae,Gruiformes,Aves
Rhynochetos_jubatus,NOC,1,1,1,1,1,Gilliard 1958,Rhynochetidae,Gruiformes,Aves
Turnix_sylvaticus,DIU,2,2,0,2,0,Urban et al 1986,Turnicidae,Gruiformes,Aves
Smicrornis_brevirostris,DIU,2,2,0,2,0,Eyre et al 2009,Acanthizidae,Passeriformes,Aves
Acrocephalus_arundinaceus,DIU,2,2,0,2,0,Brooke 1977,Acrocephalidae,Passeriformes,Aves
Acrocephalus_palustris,DIU,2,2,0,2,0,Barruel 1973,Acrocephalidae,Passeriformes,Aves
Acrocephalus_schoenobaenus,DIU,2,2,0,2,0,Brooke 1977,Acrocephalidae,Passeriformes,Aves
Acrocephalus_scirpaceus,DIU,2,2,0,2,0,Brooke 1977,Acrocephalidae,Passeriformes,Aves
Hippolais_icterina,DIU,2,2,0,2,0,Brooke 1977,Acrocephalidae,Passeriformes,Aves
Hippolais_polyglotta,DIU,2,2,0,2,0,Brooke 1977,Acrocephalidae,Passeriformes,Aves
Aegithalos_caudatus,DIU,2,2,0,2,0,Gavrilov 2014,Aegithalidae,Passeriformes,Aves
Aegithina_tiphia,DIU,2,2,0,2,0,Kotagama et al 2006,Aegithinidae,Passeriformes,Aves
Alauda_arvensis,DIU,2,2,0,2,0,Cramp 1988,Alaudidae,Passeriformes,Aves
Calandrella_brachydactyla,DIU,2,2,0,2,0,Barruel 1973,Alaudidae,Passeriformes,Aves
Eremophila_alpestris,DIU,2,2,0,2,0,Barruel 1973,Alaudidae,Passeriformes,Aves
Lullula_arborea,DIU,2,2,0,2,0,Barruel 1973,Alaudidae,Passeriformes,Aves
Artamus_cyanopterus,DIU,2,2,0,2,0,Maddocks and Geiser 2007,Artamidae,Passeriformes,Aves
Artamus_leucorynchus,DIU,2,2,0,2,0,Maddocks and Geiser 2007,Artamidae,Passeriformes,Aves
Strepera_graculina,DIU,2,2,0,2,0,Bass 1996,Artamidae,Passeriformes,Aves
Bombycilla_cedrorum,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Bombycillidae,Passeriformes,Aves
Bombycilla_garrulus,DIU,2,2,0,2,0,Cramp 1988,Bombycillidae,Passeriformes,Aves
Bycanistes_brevis,DIU,2,2,0,2,0,Fry et al 1993,Bucerotidae,Passeriformes,Aves
Buphagus_africanus,DIU,2,2,0,2,0,Fry et al 2000,Buphagidae,Passeriformes,Aves
Calcarius_lapponicus,DIU,2,2,0,2,0,La 2012,Calcariidae,Passeriformes,Aves
Calcarius_ornatus,DIU,2,2,0,2,0,La 2012,Calcariidae,Passeriformes,Aves
Plectrophenax_nivalis,DIU,2,2,0,2,0,La 2012,Calcariidae,Passeriformes,Aves
Philesturnus_carunculatus,DIU,2,2,0,2,0,Pierre 2001,Callaeidae,Passeriformes,Aves
Coracina_lineata,DIU,2,2,0,2,0,McFarland 1998,Campephagidae,Passeriformes,Aves
Coracina_novaehollandiae,DIU,2,2,0,2,0,McFarland 1998,Campephagidae,Passeriformes,Aves
Lalage_leucomela,DIU,2,2,0,2,0,McFarland 1998,Campephagidae,Passeriformes,Aves
Pericrocotus_ethologus,DIU,2,2,0,2,0,Timmins and Vongkhamheng 1996,Campephagidae,Passeriformes,Aves
Cardinalis_cardinalis,DIU,2,2,0,2,0,Shuman et al 1992,Cardinalidae,Passeriformes,Aves
Passerina_caerulea,DIU,2,2,0,2,0,Gauthreaux 1972,Cardinalidae,Passeriformes,Aves
Passerina_ciris,DIU,2,2,0,2,0,Gauthreaux 1972,Cardinalidae,Passeriformes,Aves
Passerina_cyanea,DIU,2,2,0,2,0,Gauthreaux 1972,Cardinalidae,Passeriformes,Aves
Pheucticus_ludovicianus,DIU,2,2,0,2,0,Brooke 1977,Cardinalidae,Passeriformes,Aves
Piranga_olivacea,DIU,2,2,0,2,0,Gauthreaux 1972,Cardinalidae,Passeriformes,Aves
Piranga_rubra,DIU,2,2,0,2,0,Gauthreaux 1972,Cardinalidae,Passeriformes,Aves
Certhia_brachydactyla,DIU,2,2,0,2,0,Fry et al 2000,Certhidae,Passeriformes,Aves
Certhia_americana,DIU,2,2,0,2,0,Barruel 1973,Certhiidae,Passeriformes,Aves
Certhia_familiaris,DIU,2,2,0,2,0,Cramp 1994,Certhiidae,Passeriformes,Aves
Chloropsis_cochinchinensis,DIU,2,2,0,2,0,Hardy 2003,Chloropseidae,Passeriformes,Aves
Cinclus_cinclus,DIU,2,2,0,2,0,Cramp 1988,Cinclidae,Passeriformes,Aves
Climacteris_picumnus,DIU,2,2,0,2,0,Jay 1999,Climacteridae,Passeriformes,Aves
Cormobates_leucophaea,DIU,2,2,0,2,0,McFarland 1998,Climacteridae,Passeriformes,Aves
Conopophaga_ardesiaca,DIU,2,2,0,2,0,del Hoyo et al 2003,Conopophagidae,Passeriformes,Aves
Corcorax_melanorhamphos,DIU,2,2,0,2,0,Rowley 1978,Corcoracidae,Passeriformes,Aves
Struthidea_cinerea,DIU,2,2,0,2,0,McFarland 1998,Corcoracidae,Passeriformes,Aves
Corvus_albus,DIU,2,2,0,2,0,Fry et al 2000,Corvidae,Passeriformes,Aves
Corvus_corax,DIU,2,2,0,2,0,Fry et al 2000,Corvidae,Passeriformes,Aves
Corvus_corone,DIU,2,2,0,2,0,Cramp and Perrins 1994a,Corvidae,Passeriformes,Aves
Corvus_coronoides,DIU,2,2,0,2,0,Goodwin 1986,Corvidae,Passeriformes,Aves
Corvus_orru,DIU,2,2,0,2,0,Goodwin 1986,Corvidae,Passeriformes,Aves
Cyanocitta_cristata,DIU,2,2,0,2,0,Turner 1965,Corvidae,Passeriformes,Aves
Ptilostomus_afer,DIU,2,2,0,2,0,Fry et al 2000,Corvidae,Passeriformes,Aves
Doliornis_sclateri,DIU,2,2,0,2,0,Ridgely and Tudor 2009,Cotingidae,Passeriformes,Aves
Rupicola_rupicola,DIU,2,2,0,2,0,Trail and Koutnik 1986,Cotingidae,Passeriformes,Aves
Gymnorhina_tibicen,DIU,2,2,0,2,0,O'Leary and Jones 2006,Cracticidae,Passeriformes,Aves
Dicaeum_aeneum,DIU,2,2,0,2,0,Cain and Galbraith 1956,Dicaeidae,Passeriformes,Aves
Dicrurus_adsimilis,DIU,2,2,0,2,0,Soud and Mazumdar 2010,Dicruridae,Passeriformes,Aves
Dicrurus_hottentottus,DIU,2,2,0,2,0,Li et al 2009,Dicruridae,Passeriformes,Aves
Dicrurus_macrocercus,DIU,2,2,0,2,0,Ali et al 2010,Dicruridae,Passeriformes,Aves
Ammodramus_bairdii,DIU,2,2,0,2,0,La 2012,Emberizidae,Passeriformes,Aves
Ammodramus_caudacutus,DIU,2,2,0,2,0,La 2012,Emberizidae,Passeriformes,Aves
Ammodramus_maritimus,DIU,2,2,0,2,0,La 2012,Emberizidae,Passeriformes,Aves
Ammodramus_nelsoni,DIU,2,2,0,2,0,La 2012,Emberizidae,Passeriformes,Aves
Ammodramus_savannarum,DIU,2,2,0,2,0,La 2012,Emberizidae,Passeriformes,Aves
Calamospiza_melanocorys,DIU,2,2,0,2,0,La 2012,Emberizidae,Passeriformes,Aves
Chondestes_grammacus,DIU,2,2,0,2,0,La 2012,Emberizidae,Passeriformes,Aves
Emberiza_citrinella,DIU,2,2,0,2,0,Gavrilov 2014,Emberizidae,Passeriformes,Aves
Emberiza_hortulana,DIU,2,2,0,2,0,Brooke 1977,Emberizidae,Passeriformes,Aves
Emberiza_rustica,DIU,2,2,0,2,0,Brooke 1977,Emberizidae,Passeriformes,Aves
Emberiza_schoeniclus,DIU,2,2,0,2,0,Cramp and Perrins 1994b,Emberizidae,Passeriformes,Aves
Emberiza_striolata,DIU,2,2,0,2,0,Fry and Keith 2004,Emberizidae,Passeriformes,Aves
Junco_hyemalis,DIU,2,2,0,2,0,La 2012,Emberizidae,Passeriformes,Aves
Melospiza_georgiana,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Emberizidae,Passeriformes,Aves
Melospiza_lincolnii,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Emberizidae,Passeriformes,Aves
Melospiza_melodia,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Emberizidae,Passeriformes,Aves
Miliaria_calandra,DIU,2,2,0,2,0,Fry and Keith 2004,Emberizidae,Passeriformes,Aves
Passerculus_sandwichensis,DIU,2,2,0,2,0,La 2012,Emberizidae,Passeriformes,Aves
Passerella_iliaca,DIU,2,2,0,2,0,La 2012,Emberizidae,Passeriformes,Aves
Pipilo_chlorurus,DIU,2,2,0,2,0,La 2012,Emberizidae,Passeriformes,Aves
Pooecetes_gramineus,DIU,2,2,0,2,0,La 2012,Emberizidae,Passeriformes,Aves
Spiza_americana,DIU,2,2,0,2,0,Gauthreaux 1972,Emberizidae,Passeriformes,Aves
Spizella_arborea,DIU,2,2,0,2,0,La 2012,Emberizidae,Passeriformes,Aves
Spizella_breweri,DIU,2,2,0,2,0,La 2012,Emberizidae,Passeriformes,Aves
Spizella_pallida,DIU,2,2,0,2,0,La 2012,Emberizidae,Passeriformes,Aves
Spizella_passerina,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Emberizidae,Passeriformes,Aves
Spizella_pusilla,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Emberizidae,Passeriformes,Aves
Zonotrichia_albicollis,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Emberizidae,Passeriformes,Aves
Zonotrichia_leucophrys,DIU,2,2,0,2,0,La 2012,Emberizidae,Passeriformes,Aves
Zonotrichia_querula,DIU,2,2,0,2,0,La 2012,Emberizidae,Passeriformes,Aves
Cryptospiza_reichenovii,DIU,2,2,0,2,0,Fry and Keith 2004,Estrildidae,Passeriformes,Aves
Estrilda_troglodytes,DIU,2,2,0,2,0,Gavrilov 2014,Estrildidae,Passeriformes,Aves
Lonchura_striata,DIU,2,2,0,2,0,Gavrilov 2014,Estrildidae,Passeriformes,Aves
Taeniopygia_guttata,DIU,2,2,0,2,0,Gavrilov 2014,Estrildidae,Passeriformes,Aves
Uraeginthus_bengalus,DIU,2,2,0,2,0,Gavrilov 2014,Estrildidae,Passeriformes,Aves
Psarisomus_dalhousiae,DIU,2,2,0,2,0,del Hoyo et al 2003,Eurylaimidae,Passeriformes,Aves
Smithornis_rufolateralis,DIU,2,2,0,2,0,del Hoyo et al 2003,Eurylaimidae,Passeriformes,Aves
Formicarius_colma,DIU,2,2,0,2,0,Silveira and Pinto 2004,Formicariidae,Passeriformes,Aves
Carduelis_chloris,DIU,2,2,0,2,0,Daan & Aschoff 1975,Fringillidae,Passeriformes,Aves
Carduelis_flammea,DIU,2,2,0,2,0,Gavrilov 2014,Fringillidae,Passeriformes,Aves
Carduelis_spinus,DIU,2,2,0,2,0,Daan & Aschoff 1975,Fringillidae,Passeriformes,Aves
Carduelis_tristis,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Fringillidae,Passeriformes,Aves
Carpodacus_erythrinus,DIU,2,2,0,2,0,Brooke 1977,Fringillidae,Passeriformes,Aves
Coccothraustes_coccothraustes,DIU,2,2,0,2,0,Fry and Keith 2004,Fringillidae,Passeriformes,Aves
Fringilla_coelebs,DIU,2,2,0,2,0,Brooke 1977,Fringillidae,Passeriformes,Aves
Fringilla_montifringilla,DIU,2,2,0,2,0,Cramp and Perrins 1994a,Fringillidae,Passeriformes,Aves
Loxia_curvirostra,DIU,2,2,0,2,0,Gavrilov 2014,Fringillidae,Passeriformes,Aves
Pyrrhula_pyrrhula,DIU,2,2,0,2,0,Brooke 1977,Fringillidae,Passeriformes,Aves
Serinus_flaviventris,DIU,2,2,0,2,0,Fry and Keith 2004,Fringillidae,Passeriformes,Aves
Serinus_mozambicus,DIU,2,2,0,2,0,Fry and Keith 2004,Fringillidae,Passeriformes,Aves
Serinus_serinus,DIU,2,2,0,2,0,Brooke 1977,Fringillidae,Passeriformes,Aves
Dendrexetastes_rufigula,DIU,2,2,0,2,0,Ridgely and Tudor 2009,Furnariidae,Passeriformes,Aves
Dendroplex_picus,DIU,2,2,0,2,0,Ridgely and Tudor 2009,Furnariidae,Passeriformes,Aves
Furnarius_rufus,DIU,2,2,0,2,0,del Hoyo et al 2003,Furnariidae,Passeriformes,Aves
Gyalophylax_hellmayri,DIU,2,2,0,2,0,Ridgely and Tudor 2009,Furnariidae,Passeriformes,Aves
Synallaxis_azarae,DIU,2,2,0,2,0,Ridgely and Tudor 2009,Furnariidae,Passeriformes,Aves
Xiphocolaptes_albicollis,DIU,2,2,0,2,0,Ridgely and Tudor 2009,Furnariidae,Passeriformes,Aves
Grallaria_varia,DIU,2,2,0,2,0,Ridgely and Tudor 2009,Grallariidae,Passeriformes,Aves
Hirundo_rustica,DIU,2,2,0,2,0,Cramp 1988,Hirundinidae,Passeriformes,Aves
Petrochelidon_fulva,DIU,2,2,0,2,0,La 2012,Hirundinidae,Passeriformes,Aves
Petrochelidon_pyrrhonota,DIU,2,2,0,2,0,Brown 1988,Hirundinidae,Passeriformes,Aves
Tachycineta_thalassina,DIU,2,2,0,2,0,La 2012,Hirundinidae,Passeriformes,Aves
Agelaius_phoeniceus,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Icteridae,Passeriformes,Aves
Dolichonyx_oryzivorus,DIU,2,2,0,2,0,Gauthreaux 1972,Icteridae,Passeriformes,Aves
Icterus_galbula,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Icteridae,Passeriformes,Aves
Icterus_gularis,DIU,2,2,0,2,0,La 2012,Icteridae,Passeriformes,Aves
Icterus_parisorum,DIU,2,2,0,2,0,Perez-Villafana and Valiente-Banuet 2009,Icteridae,Passeriformes,Aves
Psarocolius_montezuma,DIU,2,2,0,2,0,Gilliard 1958,Icteridae,Passeriformes,Aves
Sturnella_magna,DIU,2,2,0,2,0,Gilliard 1958,Icteridae,Passeriformes,Aves
Sturnella_neglecta,DIU,2,2,0,2,0,La 2012,Icteridae,Passeriformes,Aves
Corvinella_corvina,DIU,2,2,0,2,0,Grimes 1980,Laniidae,Passeriformes,Aves
Lanius_collurio,DIU,2,2,0,2,0,Brooke 1977,Laniidae,Passeriformes,Aves
Lanius_excubitor,DIU,2,2,0,2,0,Cramp 1993,Laniidae,Passeriformes,Aves
Lanius_excubitoroides,DIU,2,2,0,2,0,Fry et al 2000,Laniidae,Passeriformes,Aves
Lanius_senator,DIU,2,2,0,2,0,Brooke 1977,Laniidae,Passeriformes,Aves
Garrulax_milleti,DIU,2,2,0,2,0,Timmins and Vongkhamheng 1996,Leiothrichidae,Passeriformes,Aves
Tchagra_minutus,DIU,2,2,0,2,0,Fry et al 2000,Malaconotidae,Passeriformes,Aves
Malurus_melanocephalus,DIU,2,2,0,2,0,McFarland 1998,Maluridae,Passeriformes,Aves
Melanocharis_nigra,DIU,2,2,0,2,0,Beehler and Dumbacher 1996,Melanocharitidae,Passeriformes,Aves
Melanopareia_maximiliani,DIU,2,2,0,2,0,Ridgely and Tudor 2009,Melanopareiidae,Passeriformes,Aves
Epthianura_tricolor,DIU,2,2,0,2,0,McFarland 1998,Meliphagidae,Passeriformes,Aves
Manorina_melanocephala,DIU,2,2,0,2,0,Eyre et al 2009,Meliphagidae,Passeriformes,Aves
Melithreptus_lunatus,DIU,2,2,0,2,0,Eyre et al 2009,Meliphagidae,Passeriformes,Aves
Menura_novaehollandiae,DIU,2,2,0,2,0,Webb and Whiting 2006,Menuridae,Passeriformes,Aves
Mimus_patagonicus,DIU,2,2,0,2,0,Gochfeld 1978,Mimidae,Passeriformes,Aves
Mimus_polyglottos,DIU,2,2,0,2,0,La 2012,Mimidae,Passeriformes,Aves
Oreoscoptes_montanus,DIU,2,2,0,2,0,La 2012,Mimidae,Passeriformes,Aves
Toxostoma_curvirostre,DIU,2,2,0,2,0,La 2012,Mimidae,Passeriformes,Aves
Toxostoma_redivivum,DIU,2,2,0,2,0,La 2012,Mimidae,Passeriformes,Aves
Chasiempis_sandwichensis,DIU,2,2,0,2,0,La 2012,Monarchidae,Passeriformes,Aves
Grallina_cyanoleuca,DIU,2,2,0,2,0,Keast 1994,Monarchidae,Passeriformes,Aves
Terpsiphone_viridis,DIU,2,2,0,2,0,Barruel 1973,Monarchidae,Passeriformes,Aves
Anthus_pratensis,DIU,2,2,0,2,0,Brooke 1977,Motacillidae,Passeriformes,Aves
Anthus_rubescens,DIU,2,2,0,2,0,La 2012,Motacillidae,Passeriformes,Aves
Motacilla_alba,DIU,2,2,0,2,0,Gavrilov 2014,Motacillidae,Passeriformes,Aves
Motacilla_cinerea,DIU,2,2,0,2,0,Cramp 1988,Motacillidae,Passeriformes,Aves
Motacilla_flava,DIU,2,2,0,2,0,Gilliard 1958,Motacillidae,Passeriformes,Aves
Cercomela_fusca,DIU,2,2,0,2,0,Singh 2009,Muscicapidae,Passeriformes,Aves
Dumetella_carolinensis,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Muscicapidae,Passeriformes,Aves
Erithacus_rubecula,DIU,2,2,0,2,0,Brooke 1977,Muscicapidae,Passeriformes,Aves
Ficedula_hypoleuca,DIU,2,2,0,2,0,Brooke 1977,Muscicapidae,Passeriformes,Aves
Ficedula_parva,DIU,2,2,0,2,0,Brooke 1977,Muscicapidae,Passeriformes,Aves
Luscinia_megarhynchos,DIU,2,2,0,2,0,Brooke 1977,Muscicapidae,Passeriformes,Aves
Luscinia_svecica,DIU,2,2,0,2,0,Brooke 1977,Muscicapidae,Passeriformes,Aves
Muscicapa_ferruginea,DIU,2,2,0,2,0,Grimmett et al 1999,Muscicapidae,Passeriformes,Aves
Muscicapa_striata,DIU,2,2,0,2,0,Brooke 1977,Muscicapidae,Passeriformes,Aves
Oenanthe_oenanthe,DIU,2,2,0,2,0,Brooke 1977,Muscicapidae,Passeriformes,Aves
Phoenicurus_phoenicurus,DIU,2,2,0,2,0,Brooke 1977,Muscicapidae,Passeriformes,Aves
Rhyacornis_fuliginosa,DIU,2,2,0,2,0,Barruel 1973,Muscicapidae,Passeriformes,Aves
Anthreptes_fraseri,DIU,2,2,0,2,0,Fry et al 2000,Nectariniidae,Passeriformes,Aves
Nectarinia_afra,DIU,2,2,0,2,0,Fry et al 2000,Nectariniidae,Passeriformes,Aves
Nectarinia_olivacea,DIU,2,2,0,2,0,Manu and Cresswell 2007,Nectariniidae,Passeriformes,Aves
Daphoenositta_chrysoptera,DIU,2,2,0,2,0,Noske 1985,Neosittidae,Passeriformes,Aves
Oriolus_auratus,DIU,2,2,0,2,0,Fry et al 2000,Oriolidae,Passeriformes,Aves
Oriolus_larvatus,DIU,2,2,0,2,0,Harcus 1977,Oriolidae,Passeriformes,Aves
Oriolus_xanthonotus,DIU,2,2,0,2,0,Castelletta et al 2000,Oriolidae,Passeriformes,Aves
Sphecotheres_viridis,DIU,2,2,0,2,0,McFarland 1998,Oriolidae,Passeriformes,Aves
Melampitta_gigantea,DIU,2,2,0,2,0,Diamond 1983,Orthonychidae,Passeriformes,Aves
Melampitta_lugubris,DIU,2,2,0,2,0,Frith and Frith 1990,Orthonychidae,Passeriformes,Aves
Orthonyx_spaldingii,DIU,2,2,0,2,0,Frith et al 1997,Orthonychidae,Passeriformes,Aves
Orthonyx_temminckii,DIU,2,2,0,2,0,McFarland 1998,Orthonychidae,Passeriformes,Aves
Colluricincla_harmonica,DIU,2,2,0,2,0,Stevens and Watson 2005,Pachycephalidae,Passeriformes,Aves
Falcunculus_frontatus,DIU,2,2,0,2,0,McFarland 1998,Pachycephalidae,Passeriformes,Aves
Oreoica_gutturalis,DIU,2,2,0,2,0,Price et al 2009,Pachycephalidae,Passeriformes,Aves
Pachycephala_rufiventris,DIU,2,2,0,2,0,Eyre et al 2009,Pachycephalidae,Passeriformes,Aves
Paradisaea_raggiana,DIU,2,2,0,2,0,Davis and Beehler 1994,Paradisaeidae,Passeriformes,Aves
Acanthiza_reguloides,DIU,2,2,0,2,0,Eyre et al 2009,Pardalotidae,Passeriformes,Aves
Pardalotus_punctatus,DIU,2,2,0,2,0,McFarland 1998,Pardalotidae,Passeriformes,Aves
Pardalotus_striatus,DIU,2,2,0,2,0,McFarland 1998,Pardalotidae,Passeriformes,Aves
Baeolophus_inornatus,DIU,2,2,0,2,0,Dixon 1949,Paridae,Passeriformes,Aves
Baeolophus_wollweberi,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Paridae,Passeriformes,Aves
Parus_ater,DIU,2,2,0,2,0,Brooke 1977,Paridae,Passeriformes,Aves
Parus_atricapillus,DIU,2,2,0,2,0,Avey et al 2007,Paridae,Passeriformes,Aves
Parus_carolinensis,DIU,2,2,0,2,0,Barruel 1973,Paridae,Passeriformes,Aves
Parus_major,DIU,2,2,0,2,0,Cramp 1993,Paridae,Passeriformes,Aves
Dendroica_coronata,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Parulidae,Passeriformes,Aves
Dendroica_magnolia,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Parulidae,Passeriformes,Aves
Dendroica_pensylvanica,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Parulidae,Passeriformes,Aves
Dendroica_petechia,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Parulidae,Passeriformes,Aves
Geothlypis_trichas,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Parulidae,Passeriformes,Aves
Icteria_virens,DIU,2,2,0,2,0,La 2012,Parulidae,Passeriformes,Aves
Mniotilta_varia,DIU,2,2,0,2,0,La 2012,Parulidae,Passeriformes,Aves
Myioborus_pictus,DIU,2,2,0,2,0,Barruel 1973,Parulidae,Passeriformes,Aves
Parula_americana,DIU,2,2,0,2,0,Morse 1989,Parulidae,Passeriformes,Aves
Seiurus_noveboracensis,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Parulidae,Passeriformes,Aves
Setophaga_ruticilla,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Parulidae,Passeriformes,Aves
Vermivora_peregrina,DIU,2,2,0,2,0,Gauthreaux 1972,Parulidae,Passeriformes,Aves
Vermivora_ruficapilla,DIU,2,2,0,2,0,Deslauriers & Francis 1991,Parulidae,Passeriformes,Aves
Passer_domesticus,DIU,2,2,0,2,0,Fry and Keith 2004,Passeridae,Passeriformes,Aves
Passer_griseus,DIU,2,2,0,2,0,Fry and Keith 2004,Passeridae,Passeriformes,Aves
Passer_montanus,DIU,2,2,0,2,0,Cramp and Perrins 1994a,Passeridae,Passeriformes,Aves
Petronia_petronia,DIU,2,2,0,2,0,Fry and Keith 2004,Passeridae,Passeriformes,Aves
Eopsaltria_australis,DIU,2,2,0,2,0,Eyre et al 2009,Petroicidae,Passeriformes,Aves
Melanodryas_cucullata,DIU,2,2,0,2,0,McFarland 1998,Petroicidae,Passeriformes,Aves
Philepitta_castanea,DIU,2,2,0,2,0,Prum and Razafindratsita 1997,Philepittidae,Passeriformes,Aves
Phylloscopus_borealis,DIU,2,2,0,2,0,La 2012,Phylloscopidae,Passeriformes,Aves
Phylloscopus_collybita,DIU,2,2,0,2,0,Brooke 1977,Phylloscopidae,Passeriformes,Aves
Phylloscopus_schwarzi,DIU,2,2,0,2,0,Brooke 1977,Phylloscopidae,Passeriformes,Aves
Phylloscopus_sibilatrix,DIU,2,2,0,2,0,Brooke 1977,Phylloscopidae,Passeriformes,Aves
Phylloscopus_trochilus,DIU,2,2,0,2,0,Brooke 1977,Phylloscopidae,Passeriformes,Aves
Picathartes_oreas,CRE,4,1,1,2,0,Fry et al 2000,Picathartidae,Passeriformes,Aves
Lepidothrix_coronata,DIU,2,2,0,2,0,Heindl and Winkler 2003,Pipridae,Passeriformes,Aves
Pitta_sordida,DIU,2,2,0,2,0,del Hoyo et al 2003,Pittidae,Passeriformes,Aves
Bubalornis_albirostris,DIU,2,2,0,2,0,Fry and Keith 2004,Ploceidae,Passeriformes,Aves
Euplectes_progne,DIU,2,2,0,2,0,Fry and Keith 2004,Ploceidae,Passeriformes,Aves
Ploceus_cucullatus,DIU,2,2,0,2,0,Adegoke 1983,Ploceidae,Passeriformes,Aves
Polioptila_caerulea,DIU,2,2,0,2,0,Root 1969,Polioptilidae,Passeriformes,Aves
Pomatostomus_halli,DIU,2,2,0,2,0,Balda and Brown 1976,Pomatostomidae,Passeriformes,Aves
Pomatostomus_isidorei,DIU,2,2,0,2,0,Bell 1980,Pomatostomidae,Passeriformes,Aves
Prionops_plumatus,DIU,2,2,0,2,0,Fry et al 2000,Prionopidae,Passeriformes,Aves
Modulatrix_stictigula,DIU,2,2,0,2,0,Newmark et al 2010,Promeropidae,Passeriformes,Aves
Promerops_cafer,DIU,2,2,0,2,0,Calf et al 2003,Promeropidae,Passeriformes,Aves
Prunella_collaris,DIU,2,2,0,2,0,Cramp 1988,Prunellidae,Passeriformes,Aves
Phainopepla_nitens,DIU,2,2,0,2,0,La 2012,Ptilogonatidae,Passeriformes,Aves
Ailuroedus_melanotis,DIU,2,2,0,2,0,Frith and Frith 2001,Ptilonorhynchidae,Passeriformes,Aves
